노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
20,3,0,50547000,905,2,2,16.1,30.3,23.1,0,35,104.88,104,26,0,0,1
20,3,0,65222000,1167,2,2,16.1,30.3,23.1,0,35,104.88,106,26,0,0,1
20,9,2,5534000,20,2,0,16.1,30.3,23.1,0,35,104.88,108,12,0,0,1
20,9,1,4163000,20,2,0,16.1,30.3,23.1,0,35,104.88,108,12,0,0,1
20,9,1,12454000,60,2,1,16.1,30.3,23.1,0,35,104.88,108,12,0,0,1
20,9,2,13878000,49,2,0,16.1,30.3,23.1,0,35,104.88,110,12,0,0,1
20,9,1,17700000,64,2,1,16.1,30.3,23.1,0,35,104.88,110,12,0,0,1
20,9,1,6905000,32,2,0,16.1,30.3,23.1,0,35,104.88,110,12,0,0,1
20,9,2,12875000,45,2,0,16.1,30.3,23.1,0,35,104.88,112,12,0,0,1
20,9,1,15993000,74,2,0,16.1,30.3,23.1,0,35,104.88,112,12,0,0,1
20,9,1,13913000,67,2,1,16.1,30.3,23.1,0,35,104.88,112,12,0,0,1
10,5,0,19932000,500,2,2,16.1,30.3,23.1,0,35,104.88,115,6,0,0,1
10,5,0,18709000,469,2,2,16.1,30.3,23.1,0,35,104.88,116,6,0,0,1
10,5,0,23284000,584,2,2,16.1,30.3,23.1,0,35,104.88,117,6,0,0,1
10,5,0,21929000,550,2,2,16.1,30.3,23.1,0,35,104.88,118,6,0,0,1
10,5,0,32436000,813,2,2,16.1,30.3,23.1,0,35,104.88,119,6,0,0,1
20,9,1,2383000,16,1,0,16.1,30.3,23.1,0,35,104.88,120,4,0,0,1
20,9,1,16600000,94,1,0,16.1,30.3,23.1,0,35,104.88,122,4,0,0,1
20,9,1,12565000,71,1,0,16.1,30.3,23.1,0,35,104.88,124,4,0,0,1
20,0,2,7739000,15,2,2,16.1,30.3,23.1,0,35,104.88,126,5,0,0,1
20,0,2,3685000,6,2,2,16.1,30.3,23.1,0,35,104.88,126,5,0,0,1
20,0,2,20186000,34,2,2,16.1,30.3,23.1,0,35,104.88,128,5,0,0,1
20,0,2,9140000,15,2,2,16.1,30.3,23.1,0,35,104.88,128,5,0,0,1
20,0,2,23113000,43,2,2,16.1,30.3,23.1,0,35,104.88,130,5,0,0,1
20,0,2,18512000,31,2,2,16.1,30.3,23.1,0,35,104.88,130,5,0,0,1
20,5,1,39894000,288,2,2,16.1,30.3,23.1,0,35,104.88,132,65,0,0,1
20,4,0,29408000,657,2,2,16.1,30.3,23.1,0,35,104.88,138,27,0,0,1
20,4,0,54293000,1212,2,2,16.1,30.3,23.1,0,35,104.88,140,27,0,0,1
20,4,0,69851000,1560,2,2,16.1,30.3,23.1,0,35,104.88,142,27,0,0,1
20,8,0,14096000,179,2,2,16.8,29.9,22.9,0,32,104.88,2,29,0,0,2
20,8,0,14820000,150,2,2,16.8,29.9,22.9,0,32,104.88,4,30,0,0,2
30,9,0,18842000,291,2,2,16.8,29.9,22.9,0,32,104.88,36,58,0,0,2
30,9,0,37030000,572,2,2,16.8,29.9,22.9,0,32,104.88,39,58,0,0,2
20,5,0,28597000,319,2,2,16.8,29.9,22.9,0,32,104.88,50,0,0,0,2
20,5,0,30899000,344,2,2,16.8,29.9,22.9,0,32,104.88,52,0,0,0,2
20,6,0,33854000,691,2,2,16.8,29.9,22.9,0,32,104.88,58,0,0,0,2
20,5,0,19224000,386,2,2,16.8,29.9,22.9,0,32,104.88,60,101,0,0,2
20,5,0,24484000,491,2,2,16.8,29.9,22.9,0,32,104.88,62,101,0,0,2
20,9,1,5015000,19,1,1,16.8,29.9,22.9,0,32,104.88,66,59,0,0,2
20,9,1,2811000,12,0,0,16.8,29.9,22.9,0,32,104.88,66,59,0,0,2
20,9,1,3577000,16,1,1,16.8,29.9,22.9,0,32,104.88,66,59,0,0,2
20,9,1,19628000,71,0,0,16.8,29.9,22.9,0,32,104.88,68,59,0,0,2
20,9,1,11968000,45,1,1,16.8,29.9,22.9,0,32,104.88,68,59,0,0,2
20,9,1,11377000,41,0,0,16.8,29.9,22.9,0,32,104.88,70,59,0,0,2
20,9,1,7992000,34,1,1,16.8,29.9,22.9,0,32,104.88,70,59,0,0,2
20,8,0,17795000,446,2,2,16.8,29.9,22.9,0,32,104.88,72,27,0,0,2
20,8,0,42105000,1056,2,2,16.8,29.9,22.9,0,32,104.88,76,27,0,0,2
20,5,1,15597000,113,2,2,16.8,29.9,22.9,0,32,104.88,84,65,0,0,2
20,5,1,50623000,365,2,2,16.8,29.9,22.9,0,32,104.88,86,65,0,0,2
20,9,0,44884000,409,2,2,16.8,29.9,22.9,0,32,104.88,92,14,0,0,2
20,9,0,59772000,545,2,2,16.8,29.9,22.9,0,32,104.88,94,14,0,0,2
20,3,0,52881000,1360,2,2,16.8,29.9,22.9,0,32,104.88,100,0,0,0,2
20,3,0,32444000,651,2,2,16.8,29.9,22.9,0,32,104.88,102,118,0,0,2
20,3,0,39879000,800,2,2,16.8,29.9,22.9,0,32,104.88,106,118,0,0,2
20,3,0,36020000,602,2,2,16.8,29.9,22.9,0,32,104.88,108,39,0,0,2
20,3,0,41860000,699,2,2,16.8,29.9,22.9,0,32,104.88,110,39,0,0,2
20,3,0,43085000,720,2,2,16.8,29.9,22.9,0,32,104.88,112,39,0,0,2
20,6,0,18313000,367,2,2,16.8,29.9,22.9,0,32,104.88,114,42,0,0,2
20,6,0,26859000,539,2,2,16.8,29.9,22.9,0,32,104.88,116,42,0,0,2
20,9,1,6647000,38,2,0,16.8,29.9,22.9,0,32,104.88,120,41,0,0,2
20,9,1,7678000,45,2,1,16.8,29.9,22.9,0,32,104.88,120,41,0,0,2
20,1,4,4632000,3,2,1,16.8,29.9,22.9,0,32,104.88,126,7,0,0,2
20,1,5,5384000,3,2,1,16.8,29.9,22.9,0,32,104.88,128,7,0,0,2
20,1,4,0,0,2,1,16.8,29.9,22.9,0,32,104.88,128,7,0,0,2
20,1,5,10743000,5,2,1,16.8,29.9,22.9,0,32,104.88,130,7,0,0,2
20,1,5,9676000,5,2,0,16.8,29.9,22.9,0,32,104.88,130,7,0,0,2
20,0,3,1400000,3,2,2,16.8,29.9,22.9,0,32,104.88,132,8,0,0,2
20,0,3,0,0,2,2,16.8,29.9,22.9,0,32,104.88,132,8,0,0,2
20,0,3,1787000,2,2,2,16.8,29.9,22.9,0,32,104.88,132,8,0,0,2
20,0,3,1884000,2,2,2,16.8,29.9,22.9,0,32,104.88,132,8,0,0,2
20,0,3,0,0,2,2,16.8,29.9,22.9,0,32,104.88,132,8,0,0,2
20,0,3,19161000,22,2,2,16.8,29.9,22.9,0,32,104.88,134,8,0,0,2
20,0,3,7388000,8,2,2,16.8,29.9,22.9,0,32,104.88,134,8,0,0,2
20,0,3,0,0,2,2,16.8,29.9,22.9,0,32,104.88,134,8,0,0,2
20,0,3,4101000,6,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,0,3,4395000,6,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,0,3,19167000,22,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,0,3,20229000,22,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,0,3,4685000,4,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,0,4,4879000,4,2,2,16.8,29.9,22.9,0,32,104.88,136,8,0,0,2
20,8,3,14709000,13,2,2,16.9,26.9,21.1,20.7,39,104.88,0,0,1,0,3
20,8,3,4520000,5,2,2,16.9,26.9,21.1,20.7,39,104.88,0,0,1,0,3
20,8,4,0,0,2,2,16.9,26.9,21.1,20.7,39,104.88,2,30,1,0,3
20,8,3,10163000,9,0,2,16.9,26.9,21.1,20.7,39,104.88,2,30,1,0,3
20,8,4,6764000,5,2,2,16.9,26.9,21.1,20.7,39,104.88,4,30,1,0,3
20,8,3,2365000,3,2,2,16.9,26.9,21.1,20.7,39,104.88,4,0,1,0,3
20,4,2,1563000,4,2,1,16.9,26.9,21.1,20.7,39,104.88,6,0,1,0,3
20,4,2,0,0,2,1,16.9,26.9,21.1,20.7,39,104.88,6,0,1,0,3
20,4,2,0,0,2,0,16.9,26.9,21.1,20.7,39,104.88,6,0,1,0,3
20,4,2,3386000,7,0,0,16.9,26.9,21.1,20.7,39,104.88,8,0,1,0,3
20,4,2,1391000,4,0,1,16.9,26.9,21.1,20.7,39,104.88,8,0,1,0,3
20,4,2,1529000,4,2,0,16.9,26.9,21.1,20.7,39,104.88,8,0,1,0,3
20,4,2,13697000,31,2,1,16.9,26.9,21.1,20.7,39,104.88,10,0,1,0,3
20,4,2,1701000,4,2,0,16.9,26.9,21.1,20.7,39,104.88,10,0,1,0,3
20,2,0,6265000,64,2,2,16.9,26.9,21.1,20.7,39,104.88,36,0,1,0,3
20,2,0,19756000,200,2,2,16.9,26.9,21.1,20.7,39,104.88,38,0,1,0,3
20,6,0,20815000,425,2,2,16.9,26.9,21.1,20.7,39,104.88,44,46,1,0,3
20,5,0,19419000,325,2,2,16.9,26.9,21.1,20.7,39,104.88,48,0,1,0,3
20,5,0,37465000,626,2,2,16.9,26.9,21.1,20.7,39,104.88,50,0,1,0,3
20,6,0,22808000,381,2,2,16.9,26.9,21.1,20.7,39,104.88,54,46,1,0,3
20,6,0,5428000,91,2,2,16.9,26.9,21.1,20.7,39,104.88,54,46,1,0,3
20,6,0,40508000,677,2,2,16.9,26.9,21.1,20.7,39,104.88,56,46,1,0,3
20,9,0,18981000,160,2,1,16.9,26.9,21.1,20.7,39,104.88,60,40,1,0,3
20,9,1,14398000,112,0,0,16.9,26.9,21.1,20.7,39,104.88,60,40,1,0,3
20,9,0,41551000,350,1,1,16.9,26.9,21.1,20.7,39,104.88,62,40,1,0,3
20,9,1,23753000,185,0,0,16.9,26.9,21.1,20.7,39,104.88,62,40,1,0,3
30,5,0,118146000,1183,2,2,16.9,26.9,21.1,20.7,39,104.88,69,65,1,0,3
20,8,0,22233000,377,2,2,16.9,26.9,21.1,20.7,39,104.88,72,68,1,0,3
20,8,0,47841000,811,2,2,16.9,26.9,21.1,20.7,39,104.88,74,68,1,0,3
20,9,1,7701000,53,1,1,16.9,26.9,21.1,20.7,39,104.88,78,4,1,0,3
20,9,1,21787000,130,1,1,16.9,26.9,21.1,20.7,39,104.88,80,4,1,0,3
20,9,1,11573000,79,2,1,16.9,26.9,21.1,20.7,39,104.88,80,4,1,0,3
20,9,1,30599000,183,2,1,16.9,26.9,21.1,20.7,39,104.88,82,4,1,0,3
20,9,1,18540000,105,2,0,16.9,26.9,21.1,20.7,39,104.88,82,4,1,0,3
20,9,1,13209000,90,2,1,16.9,26.9,21.1,20.7,39,104.88,82,4,1,0,3
20,9,1,5896000,38,2,0,16.9,26.9,21.1,20.7,39,104.88,82,4,1,0,3
20,6,0,15456000,194,2,2,16.9,26.9,21.1,20.7,39,104.88,84,42,1,0,3
20,6,0,19033000,273,2,2,16.9,26.9,21.1,20.7,39,104.88,86,42,1,0,3
20,6,0,38005000,476,2,2,16.9,26.9,21.1,20.7,39,104.88,88,42,1,0,3
20,6,0,46026000,839,2,2,16.9,26.9,21.1,20.7,39,104.88,92,46,1,0,3
20,9,0,23466000,386,2,2,16.9,26.9,21.1,20.7,39,104.88,96,24,1,0,3
20,9,0,44184000,726,2,2,16.9,26.9,21.1,20.7,39,104.88,98,24,1,0,3
20,3,0,63170000,1131,2,2,16.9,26.9,21.1,20.7,39,104.88,102,26,1,0,3
20,3,0,81044000,1450,2,2,16.9,26.9,21.1,20.7,39,104.88,106,26,1,0,3
20,3,0,49468000,992,2,2,16.9,26.9,21.1,20.7,39,104.88,108,98,1,0,3
20,3,0,78500000,1574,2,2,16.9,26.9,21.1,20.7,39,104.88,110,98,1,0,3
20,3,0,100534000,2015,2,2,16.9,26.9,21.1,20.7,39,104.88,112,98,1,0,3
30,9,1,16614000,102,2,0,16.9,26.9,21.1,20.7,39,104.88,114,21,1,0,3
30,9,1,56922000,348,2,0,16.9,26.9,21.1,20.7,39,104.88,117,21,1,0,3
20,5,1,85957000,619,2,2,16.9,26.9,21.1,20.7,39,104.88,122,65,1,0,3
20,1,4,41235000,30,2,1,16.9,26.9,21.1,20.7,39,104.88,128,9,1,0,3
20,1,4,37173000,24,2,0,16.9,26.9,21.1,20.7,39,104.88,128,9,1,0,3
20,1,4,60010000,43,2,1,16.9,26.9,21.1,20.7,39,104.88,130,9,1,0,3
20,1,4,41345000,27,2,0,16.9,26.9,21.1,20.7,39,104.88,130,9,1,0,3
20,1,2,9847000,20,2,1,16.9,26.9,21.1,20.7,39,104.88,132,22,1,0,3
20,1,2,7306000,14,2,0,16.9,26.9,21.1,20.7,39,104.88,132,22,1,0,3
20,1,3,2946000,4,2,0,16.9,26.9,21.1,20.7,39,104.88,132,22,1,0,3
20,1,2,19606000,39,2,1,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,1,2,18747000,35,2,0,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,1,3,6898000,10,2,1,16.9,26.9,21.1,20.7,39,104.88,135,22,1,0,3
20,1,3,13122000,18,2,0,16.9,26.9,21.1,20.7,39,104.88,135,22,1,0,3
20,1,2,24553000,49,2,1,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,1,2,23969000,45,2,0,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,1,3,6918000,10,2,1,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,1,3,11654000,16,2,0,16.9,26.9,21.1,20.7,39,104.88,,22,1,0,3
20,0,2,8444000,15,2,2,16.9,26.9,21.1,20.7,39,104.88,138,5,1,0,3
20,0,2,5511000,9,2,2,16.9,26.9,21.1,20.7,39,104.88,138,5,1,0,3
20,0,2,11798000,20,2,2,16.9,26.9,21.1,20.7,39,104.88,140,5,1,0,3
20,0,2,16425000,26,2,2,16.9,26.9,21.1,20.7,39,104.88,140,5,1,0,3
20,0,2,15149000,26,2,2,16.9,26.9,21.1,20.7,39,104.88,142,5,1,0,3
20,0,2,18231000,29,2,2,16.9,26.9,21.1,20.7,39,104.88,142,5,1,0,3
20,5,0,26516000,380,2,2,16.6,21.2,18.6,24.2,16,104.88,2,65,0,0,4
20,5,0,33805000,484,2,2,16.6,21.2,18.6,24.2,16,104.88,4,65,0,0,4
20,6,0,24349000,611,2,2,16.6,21.2,18.6,24.2,16,104.88,6,46,0,0,4
20,6,0,20042000,503,2,2,16.6,21.2,18.6,24.2,16,104.88,8,46,0,0,4
20,6,0,13494000,339,2,2,16.6,21.2,18.6,24.2,16,104.88,10,46,0,0,4
20,6,0,20395000,341,2,2,16.6,21.2,18.6,24.2,16,104.88,42,0,0,0,4
20,6,0,28065000,469,2,2,16.6,21.2,18.6,24.2,16,104.88,44,0,0,0,4
20,6,0,46144000,771,2,2,16.6,21.2,18.6,24.2,16,104.88,46,0,0,0,4
30,9,0,36015000,724,2,2,16.6,21.2,18.6,24.2,16,104.88,48,72,0,0,4
30,9,0,70355000,1413,2,2,16.6,21.2,18.6,24.2,16,104.88,51,72,0,0,4
20,8,0,14687000,493,2,2,16.6,21.2,18.6,24.2,16,104.88,54,95,0,0,4
20,8,0,28777000,966,2,2,16.6,21.2,18.6,24.2,16,104.88,56,95,0,0,4
20,8,0,35694000,1198,2,2,16.6,21.2,18.6,24.2,16,104.88,58,95,0,0,4
20,8,1,2188000,16,2,2,16.6,21.2,18.6,24.2,16,104.88,60,0,0,0,4
20,8,1,2730000,19,2,2,16.6,21.2,18.6,24.2,16,104.88,60,29,0,0,4
20,8,1,6288000,27,2,2,16.6,21.2,18.6,24.2,16,104.88,60,0,0,0,4
20,8,1,12655000,92,2,2,16.6,21.2,18.6,24.2,16,104.88,62,0,0,0,4
20,8,1,18693000,79,2,2,16.6,21.2,18.6,24.2,16,104.88,62,0,0,0,4
20,8,1,20203000,147,0,2,16.6,21.2,18.6,24.2,16,104.88,64,0,0,0,4
20,8,1,9424000,69,1,2,16.6,21.2,18.6,24.2,16,104.88,64,0,0,0,4
20,8,1,13427000,91,0,2,16.6,21.2,18.6,24.2,16,104.88,64,29,0,0,4
20,9,1,8313000,49,1,1,16.6,21.2,18.6,24.2,16,104.88,66,41,0,0,4
20,9,1,36484000,204,0,0,16.6,21.2,18.6,24.2,16,104.88,68,41,0,0,4
20,9,1,36977000,207,2,0,16.6,21.2,18.6,24.2,16,104.88,70,41,0,0,4
20,9,1,24495000,144,2,1,16.6,21.2,18.6,24.2,16,104.88,70,41,0,0,4
20,5,0,14915000,249,2,2,16.6,21.2,18.6,24.2,16,104.88,78,0,0,0,4
20,5,0,23450000,392,2,2,16.6,21.2,18.6,24.2,16,104.88,80,0,0,0,4
20,10,0,3869000,78,2,2,16.6,21.2,18.6,24.2,16,104.88,84,11,0,0,4
20,10,0,21126000,303,2,2,16.6,21.2,18.6,24.2,16,104.88,86,11,0,0,4
20,10,0,11021000,221,2,2,16.6,21.2,18.6,24.2,16,104.88,88,11,0,0,4
20,10,0,24747000,355,2,2,16.6,21.2,18.6,24.2,16,104.88,88,11,0,0,4
30,5,1,42089000,303,2,2,16.6,21.2,18.6,24.2,16,104.88,90,65,0,0,4
20,2,0,33281000,433,2,2,16.6,21.2,18.6,24.2,16,104.88,98,63,0,0,4
20,3,0,43540000,873,2,2,16.6,21.2,18.6,24.2,16,104.88,104,118,0,0,4
20,6,0,12727000,260,2,2,16.6,21.2,18.6,24.2,16,104.88,114,79,0,0,4
20,6,0,29234000,597,2,2,16.6,21.2,18.6,24.2,16,104.88,116,79,0,0,4
20,6,0,41863000,855,2,2,16.6,21.2,18.6,24.2,16,104.88,118,79,0,0,4
20,1,5,10719000,5,2,1,16.6,21.2,18.6,24.2,16,104.88,120,7,0,0,4
20,1,5,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,120,7,0,0,4
20,1,5,10719000,5,2,1,16.6,21.2,18.6,24.2,16,104.88,122,7,0,0,4
20,1,5,22285000,10,2,0,16.6,21.2,18.6,24.2,16,104.88,124,7,0,0,4
20,1,4,9215000,5,2,1,16.6,21.2,18.6,24.2,16,104.88,124,7,0,0,4
20,0,3,0,0,2,2,16.6,21.2,18.6,24.2,16,104.88,126,8,0,0,4
20,0,3,7291000,10,2,2,16.6,21.2,18.6,24.2,16,104.88,128,8,0,0,4
20,0,3,17426000,20,2,2,16.6,21.2,18.6,24.2,16,104.88,128,8,0,0,4
20,0,3,4687000,4,2,2,16.6,21.2,18.6,24.2,16,104.88,128,8,0,0,4
20,0,4,4879000,4,2,2,16.6,21.2,18.6,24.2,16,104.88,128,8,0,0,4
20,0,3,5840000,8,2,2,16.6,21.2,18.6,24.2,16,104.88,130,8,0,0,4
20,0,3,27571000,30,2,2,16.6,21.2,18.6,24.2,16,104.88,130,8,0,0,4
20,0,3,9326000,8,2,2,16.6,21.2,18.6,24.2,16,104.88,130,8,0,0,4
20,0,4,12125000,10,2,2,16.6,21.2,18.6,24.2,16,104.88,130,8,0,0,4
20,1,4,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,132,1,0,0,4
20,1,4,11435000,7,2,1,16.6,21.2,18.6,24.2,16,104.88,132,1,0,0,4
20,1,5,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,132,1,0,0,4
20,1,5,0,0,2,1,16.6,21.2,18.6,24.2,16,104.88,132,1,0,0,4
20,1,6,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,132,1,0,0,4
20,1,4,8763000,7,2,1,16.6,21.2,18.6,24.2,16,104.88,134,1,0,0,4
20,1,4,12850000,9,2,0,16.6,21.2,18.6,24.2,16,104.88,134,1,0,0,4
20,1,5,11256000,5,2,1,16.6,21.2,18.6,24.2,16,104.88,134,1,0,0,4
20,1,6,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,134,1,0,0,4
20,1,6,0,0,2,0,16.6,21.2,18.6,24.2,16,104.88,134,1,0,0,4
20,1,4,12805000,9,2,0,16.6,21.2,18.6,24.2,16,104.88,136,1,0,0,4
20,1,4,19025000,12,2,1,16.6,21.2,18.6,24.2,16,104.88,136,1,0,0,4
20,1,5,25942000,14,2,0,16.6,21.2,18.6,24.2,16,104.88,136,1,0,0,4
20,1,6,0,0,2,1,16.6,21.2,18.6,24.2,16,104.88,136,1,0,0,4
20,1,6,6966000,3,2,0,16.6,21.2,18.6,24.2,16,104.88,136,1,0,0,4
20,5,1,47435000,342,2,2,16.6,21.2,18.6,24.2,16,104.88,140,65,0,0,4
20,5,1,56551000,407,2,2,16.6,21.2,18.6,24.2,16,104.88,142,65,0,0,4
20,8,0,3351000,65,2,2,15.5,25.5,20.1,0.1,22,104.88,0,0,0,1,5
20,8,0,3906000,68,2,2,15.5,25.5,20.1,0.1,22,104.88,0,0,0,1,5
20,8,0,12078000,233,2,2,15.5,25.5,20.1,0.1,22,104.88,2,0,0,1,5
20,8,0,12716000,220,2,2,15.5,25.5,20.1,0.1,22,104.88,2,0,0,1,5
20,8,0,6644000,68,2,2,15.5,25.5,20.1,0.1,22,104.88,2,91,0,1,5
20,8,0,18018000,311,2,2,15.5,25.5,20.1,0.1,22,104.88,4,0,0,1,5
20,8,0,10604000,109,2,2,15.5,25.5,20.1,0.1,22,104.88,4,91,0,1,5
20,6,0,8429000,169,2,2,15.5,25.5,20.1,0.1,22,104.88,6,42,0,1,5
20,6,0,15949000,320,2,2,15.5,25.5,20.1,0.1,22,104.88,8,42,0,1,5
20,4,1,12831000,100,2,2,15.5,25.5,20.1,0.1,22,104.88,36,0,0,1,5
20,4,1,18034000,140,2,2,15.5,25.5,20.1,0.1,22,104.88,38,0,0,1,5
30,3,0,25408000,257,2,2,15.5,25.5,20.1,0.1,22,104.88,42,0,0,1,5
30,3,0,65726000,664,2,2,15.5,25.5,20.1,0.1,22,104.88,45,0,0,1,5
20,6,4,50786000,32,2,2,15.5,25.5,20.1,0.1,22,104.88,50,99,0,1,5
20,6,0,54295000,921,2,2,15.5,25.5,20.1,0.1,22,104.88,58,0,0,1,5
20,6,0,36954000,927,2,2,15.5,25.5,20.1,0.1,22,104.88,62,46,0,1,5
20,5,0,19750000,330,2,2,15.5,25.5,20.1,0.1,22,104.88,66,0,0,1,5
20,5,0,29755000,497,2,2,15.5,25.5,20.1,0.1,22,104.88,68,0,0,1,5
20,5,0,42771000,715,2,2,15.5,25.5,20.1,0.1,22,104.88,70,0,0,1,5
20,7,0,45632000,1147,2,2,15.5,25.5,20.1,0.1,22,104.88,74,87,0,1,5
20,7,0,68979000,1734,2,2,15.5,25.5,20.1,0.1,22,104.88,76,87,0,1,5
20,8,0,10764000,271,2,2,15.5,25.5,20.1,0.1,22,104.88,78,68,0,1,5
20,8,0,19429000,489,2,2,15.5,25.5,20.1,0.1,22,104.88,80,68,0,1,5
20,8,0,26983000,678,2,2,15.5,25.5,20.1,0.1,22,104.88,82,68,0,1,5
20,8,0,19949000,502,2,2,15.5,25.5,20.1,0.1,22,104.88,82,68,0,1,5
20,5,1,19014000,137,2,2,15.5,25.5,20.1,0.1,22,104.88,84,65,0,1,5
20,5,1,85877000,618,2,2,15.5,25.5,20.1,0.1,22,104.88,88,65,0,1,5
20,9,0,28406000,467,2,2,15.5,25.5,20.1,0.1,22,104.88,90,24,0,1,5
20,3,0,34516000,888,2,2,15.5,25.5,20.1,0.1,22,104.88,96,0,0,1,5
20,3,0,60643000,1559,2,2,15.5,25.5,20.1,0.1,22,104.88,98,0,0,1,5
20,3,0,57658000,1483,2,2,15.5,25.5,20.1,0.1,22,104.88,100,0,0,1,5
10,5,0,18002000,452,2,2,15.5,25.5,20.1,0.1,22,104.88,111,6,0,1,5
10,5,0,16649000,418,2,2,15.5,25.5,20.1,0.1,22,104.88,112,6,0,1,5
10,5,0,14014000,352,2,2,15.5,25.5,20.1,0.1,22,104.88,113,6,0,1,5
10,5,0,14596000,366,2,2,15.5,25.5,20.1,0.1,22,104.88,115,6,0,1,5
20,2,0,51977000,881,2,2,15.5,25.5,20.1,0.1,22,104.88,118,0,0,1,5
20,2,0,47207000,801,2,2,15.5,25.5,20.1,0.1,22,104.88,120,0,0,1,5
30,9,1,11886000,73,2,0,15.5,25.5,20.1,0.1,22,104.88,122,21,0,1,5
30,9,1,11708000,77,2,1,15.5,25.5,20.1,0.1,22,104.88,122,21,0,1,5
30,9,1,49384000,321,2,1,15.5,25.5,20.1,0.1,22,104.88,125,21,0,1,5
20,1,2,8850000,18,2,1,15.5,25.5,20.1,0.1,22,104.88,128,22,0,1,5
20,1,3,1420000,3,2,1,15.5,25.5,20.1,0.1,22,104.88,128,22,0,1,5
20,1,3,4394000,6,2,0,15.5,25.5,20.1,0.1,22,104.88,128,22,0,1,5
20,1,3,7290000,10,2,0,15.5,25.5,20.1,0.1,22,104.88,,22,0,1,5
20,1,2,11491000,22,2,0,15.5,25.5,20.1,0.1,22,104.88,131,22,0,1,5
20,1,2,17670000,35,0,1,15.5,25.5,20.1,0.1,22,104.88,,22,0,1,5
20,1,2,23969000,45,0,0,15.5,25.5,20.1,0.1,22,104.88,,22,0,1,5
20,1,3,2789000,4,2,1,15.5,25.5,20.1,0.1,22,104.88,,22,0,1,5
20,1,3,13181000,18,2,0,15.5,25.5,20.1,0.1,22,104.88,,22,0,1,5
30,5,0,52367000,525,2,2,15.5,25.5,20.1,0.1,22,104.88,134,65,0,1,5
20,6,0,12250000,154,2,2,15.5,25.5,20.1,0.1,22,104.88,140,42,0,1,5
20,6,0,11850000,170,2,2,15.5,25.5,20.1,0.1,22,104.88,140,42,0,1,5
20,6,0,16582000,208,2,2,15.5,25.5,20.1,0.1,22,104.88,142,42,0,1,5
20,6,0,13288000,191,2,2,15.5,25.5,20.1,0.1,22,104.88,142,42,0,1,5
30,6,0,23933000,347,2,2,16.1,25,19.7,1.5,22,104.88,2,0,0,1,6
30,6,0,14004000,203,2,2,16.1,25,19.7,1.5,22,104.88,2,0,0,1,6
30,6,0,3350000,57,2,2,16.1,25,19.7,1.5,22,104.88,2,114,0,1,6
30,6,0,1576000,27,2,2,16.1,25,19.7,1.5,22,104.88,2,114,0,1,6
30,6,0,22610000,328,2,2,16.1,25,19.7,1.5,22,104.88,5,0,0,1,6
20,4,0,12387000,277,2,2,16.1,25,19.7,1.5,22,104.88,8,27,0,1,6
20,4,0,18542000,414,2,2,16.1,25,19.7,1.5,22,104.88,10,27,0,1,6
20,6,0,33529000,480,2,2,16.1,25,19.7,1.5,22,104.88,42,46,0,1,6
20,6,0,63392000,907,2,2,16.1,25,19.7,1.5,22,104.88,46,46,0,1,6
20,5,0,41951000,601,2,2,16.1,25,19.7,1.5,22,104.88,50,0,0,1,6
20,1,2,15170000,32,2,0,16.1,25,19.7,1.5,22,104.88,54,10,0,1,6
30,5,0,43984000,441,2,2,16.1,25,19.7,1.5,22,104.88,60,65,0,1,6
30,5,0,95705000,959,2,2,16.1,25,19.7,1.5,22,104.88,63,65,0,1,6
20,6,0,13848000,232,2,2,16.1,25,19.7,1.5,22,104.88,66,46,0,1,6
20,6,0,5870000,98,2,2,16.1,25,19.7,1.5,22,104.88,66,46,0,1,6
20,6,0,15780000,264,2,2,16.1,25,19.7,1.5,22,104.88,70,46,0,1,6
20,6,0,24684000,495,2,2,16.1,25,19.7,1.5,22,104.88,72,42,0,1,6
30,5,1,53569000,386,2,2,16.1,25,19.7,1.5,22,104.88,78,65,0,1,6
30,5,1,129431000,932,2,2,16.1,25,19.7,1.5,22,104.88,81,65,0,1,6
20,5,0,26881000,303,2,2,16.1,25,19.7,1.5,22,104.88,84,54,0,1,6
20,5,0,73202000,823,2,2,16.1,25,19.7,1.5,22,104.88,88,54,0,1,6
