,노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
14162,20,9,0,11292000,104,2,0,14.3,27.3,20.3,0,42,105.05,64,41,0,0,2
14164,20,6,0,54799000,1890,2,2,14.3,27.3,20.3,0,42,105.05,68,0,0,0,2
14166,20,9,0,19984000,402,2,2,14.3,27.3,20.3,0,42,105.05,72,72,0,0,2
14167,20,9,0,34042000,684,2,2,14.3,27.3,20.3,0,42,105.05,74,72,0,0,2
14170,20,6,0,10924000,157,2,2,14.3,27.3,20.3,0,42,105.05,78,42,0,0,2
14171,20,6,0,21318000,267,2,2,14.3,27.3,20.3,0,42,105.05,80,42,0,0,2
14172,20,6,0,12831000,184,2,2,14.3,27.3,20.3,0,42,105.05,80,42,0,0,2
14174,20,6,0,20921000,300,2,2,14.3,27.3,20.3,0,42,105.05,82,42,0,0,2
14181,20,7,0,20090000,505,2,2,14.3,27.3,20.3,0,42,105.05,96,87,0,0,2
14184,20,3,0,30380000,984,2,2,14.3,27.3,20.3,0,42,105.05,102,17,0,0,2
14188,20,3,0,39471000,659,2,2,14.3,27.3,20.3,0,42,105.05,110,39,0,0,2
14191,20,9,1,6458000,38,2,1,14.3,27.3,20.3,0,42,105.05,114,41,0,0,2
14194,20,9,1,47888000,268,2,0,14.3,27.3,20.3,0,42,105.05,118,41,0,0,2
14197,20,0,3,0,0,2,2,14.3,27.3,20.3,0,42,105.05,120,8,0,0,2
14198,20,0,3,3911000,4,2,2,14.3,27.3,20.3,0,42,105.05,120,8,0,0,2
14201,20,0,4,0,0,2,2,14.3,27.3,20.3,0,42,105.05,120,8,0,0,2
14202,20,0,3,0,0,2,2,14.3,27.3,20.3,0,42,105.05,122,8,0,0,2
14204,20,0,3,9713000,10,2,2,14.3,27.3,20.3,0,42,105.05,122,8,0,0,2
14205,20,0,3,12220000,12,2,2,14.3,27.3,20.3,0,42,105.05,122,8,0,0,2
14208,20,0,3,1594000,2,2,2,14.3,27.3,20.3,0,42,105.05,124,8,0,0,2
14209,20,0,3,11537000,14,2,2,14.3,27.3,20.3,0,42,105.05,124,8,0,0,2
14210,20,0,3,21293000,22,2,2,14.3,27.3,20.3,0,42,105.05,124,8,0,0,2
14212,20,0,4,7583000,6,2,2,14.3,27.3,20.3,0,42,105.05,124,8,0,0,2
14215,20,1,4,12214000,8,0,0,14.3,27.3,20.3,0,42,105.05,126,9,0,0,2
14217,20,1,4,32470000,21,2,0,14.3,27.3,20.3,0,42,105.05,128,9,0,0,2
14219,20,1,4,64890000,42,2,0,14.3,27.3,20.3,0,42,105.05,130,9,0,0,2
14222,20,1,4,3472000,2,2,1,14.3,27.3,20.3,0,42,105.05,132,7,0,0,2
14224,20,1,5,35898000,17,2,1,14.3,27.3,20.3,0,42,105.05,134,7,0,0,2
14226,20,1,4,3472000,2,2,1,14.3,27.3,20.3,0,42,105.05,134,7,0,0,2
14232,20,6,4,40891000,26,2,2,14.3,27.3,20.3,0,42,105.05,138,99,0,0,2
14234,20,6,4,57252000,37,2,2,14.3,27.3,20.3,0,42,105.05,142,99,0,0,2
14235,20,6,0,19204000,483,2,2,14.6,28.9,21.4,0,43,105.05,0,42,0,0,3
14240,20,5,0,15504000,222,2,2,14.6,28.9,21.4,0,43,105.05,10,65,0,0,3
14245,20,6,4,30680000,20,0,2,14.6,28.9,21.4,0,43,105.05,44,99,0,0,3
14247,20,4,0,11733000,132,0,2,14.6,28.9,21.4,0,43,105.05,48,96,0,0,3
14248,20,4,0,31356000,353,1,2,14.6,28.9,21.4,0,43,105.05,50,96,0,0,3
14250,20,8,0,7420000,75,1,2,14.6,28.9,21.4,0,43,105.05,54,30,0,0,3
14252,20,8,0,12539000,127,1,2,14.6,28.9,21.4,0,43,105.05,56,30,0,0,3
14254,20,8,0,16444000,167,0,2,14.6,28.9,21.4,0,43,105.05,58,30,0,0,3
14259,20,8,0,34804000,437,2,2,14.6,28.9,21.4,0,43,105.05,68,27,0,0,3
14268,20,9,1,12194000,73,2,1,14.6,28.9,21.4,0,43,105.05,80,4,0,0,3
14269,20,9,1,7785000,44,2,0,14.6,28.9,21.4,0,43,105.05,80,4,0,0,3
14270,20,9,1,7571000,52,2,1,14.6,28.9,21.4,0,43,105.05,80,4,0,0,3
14271,20,9,1,2913000,19,2,0,14.6,28.9,21.4,0,43,105.05,80,4,0,0,3
14272,20,9,1,16456000,98,2,1,14.6,28.9,21.4,0,43,105.05,82,4,0,0,3
14274,20,9,1,14985000,102,2,1,14.6,28.9,21.4,0,43,105.05,82,4,0,0,3
14275,20,9,1,4654000,30,2,0,14.6,28.9,21.4,0,43,105.05,82,4,0,0,3
14276,20,6,0,19907000,333,2,2,14.6,28.9,21.4,0,43,105.05,84,0,0,0,3
14279,20,9,0,28208000,257,2,2,14.6,28.9,21.4,0,43,105.05,90,14,0,0,3
14280,20,9,0,50452000,460,2,2,14.6,28.9,21.4,0,43,105.05,92,14,0,0,3
14282,30,9,1,14496000,89,2,0,14.6,28.9,21.4,0,43,105.05,96,21,0,0,3
14284,30,9,1,37383000,228,2,0,14.6,28.9,21.4,0,43,105.05,99,21,0,0,3
14286,20,3,0,42561000,1095,2,2,14.6,28.9,21.4,0,43,105.05,102,0,0,0,3
14290,20,3,0,37788000,631,2,2,14.6,28.9,21.4,0,43,105.05,110,104,0,0,3
14293,10,5,0,23012000,577,2,2,14.6,28.9,21.4,0,43,105.05,115,6,0,0,3
14298,20,6,0,7341000,125,2,2,14.6,28.9,21.4,0,43,105.05,120,0,0,0,3
14299,20,6,0,9046000,154,2,2,14.6,28.9,21.4,0,43,105.05,120,0,0,0,3
14300,20,6,0,22575000,383,2,2,14.6,28.9,21.4,0,43,105.05,122,0,0,0,3
14301,20,6,0,17158000,291,2,2,14.6,28.9,21.4,0,43,105.05,122,0,0,0,3
14302,20,6,0,42851000,727,2,2,14.6,28.9,21.4,0,43,105.05,124,0,0,0,3
14303,20,6,0,38893000,660,2,2,14.6,28.9,21.4,0,43,105.05,124,0,0,0,3
14305,20,0,3,0,0,2,2,14.6,28.9,21.4,0,43,105.05,126,8,0,0,3
14306,20,0,3,1981000,2,2,2,14.6,28.9,21.4,0,43,105.05,126,8,0,0,3
14308,20,0,4,2561000,2,2,2,14.6,28.9,21.4,0,43,105.05,126,8,0,0,3
14309,20,0,4,5267000,4,2,2,14.6,28.9,21.4,0,43,105.05,126,8,0,0,3
14312,20,0,3,0,0,2,2,14.6,28.9,21.4,0,43,105.05,128,8,0,0,3
14313,20,0,3,14248000,14,2,2,14.6,28.9,21.4,0,43,105.05,128,8,0,0,3
14314,20,0,4,7585000,6,2,2,14.6,28.9,21.4,0,43,105.05,128,8,0,0,3
14318,20,0,3,21289000,22,2,2,14.6,28.9,21.4,0,43,105.05,130,8,0,0,3
14319,20,0,3,28451000,28,2,2,14.6,28.9,21.4,0,43,105.05,130,8,0,0,3
14320,20,0,4,2561000,2,2,2,14.6,28.9,21.4,0,43,105.05,130,8,0,0,3
14321,20,0,4,5267000,4,2,2,14.6,28.9,21.4,0,43,105.05,130,8,0,0,3
14323,20,1,4,3339000,3,1,0,14.6,28.9,21.4,0,43,105.05,132,1,0,0,3
14328,20,1,6,6513000,3,2,1,14.6,28.9,21.4,0,43,105.05,132,1,0,0,3
14329,20,1,6,7184000,3,2,0,14.6,28.9,21.4,0,43,105.05,132,1,0,0,3
14332,20,1,4,27453000,17,2,1,14.6,28.9,21.4,0,43,105.05,134,1,0,0,3
14334,20,1,5,0,0,2,1,14.6,28.9,21.4,0,43,105.05,134,1,0,0,3
14335,20,1,6,0,0,2,0,14.6,28.9,21.4,0,43,105.05,134,1,0,0,3
14336,20,1,6,6513000,3,2,1,14.6,28.9,21.4,0,43,105.05,134,1,0,0,3
14338,20,1,4,6049000,5,2,1,14.6,28.9,21.4,0,43,105.05,136,1,0,0,3
14339,20,1,4,6675000,5,2,0,14.6,28.9,21.4,0,43,105.05,136,1,0,0,3
14341,20,1,5,22310000,12,2,0,14.6,28.9,21.4,0,43,105.05,136,1,0,0,3
14344,20,1,6,12975000,5,2,1,14.6,28.9,21.4,0,43,105.05,136,1,0,0,3
14346,20,1,2,30095000,69,2,1,14.6,28.9,21.4,0,43,105.05,138,10,0,0,3
14349,20,1,2,20022000,41,2,0,14.6,28.9,21.4,0,43,105.05,140,10,0,0,3
14350,20,1,2,26007000,60,2,1,14.6,28.9,21.4,0,43,105.05,142,10,0,0,3
14354,20,4,0,20039000,201,2,2,15,27.3,21.3,1.7,37,105.05,4,115,0,0,4
14355,20,4,0,9112000,173,2,2,15,27.3,21.3,1.7,37,105.05,36,74,0,0,4
14359,20,8,0,5245000,132,2,2,15,27.3,21.3,1.7,37,105.05,42,95,0,0,4
14362,20,8,0,23684000,596,2,2,15,27.3,21.3,1.7,37,105.05,46,95,0,0,4
14364,20,6,0,16539000,277,0,2,15,27.3,21.3,1.7,37,105.05,48,0,0,0,4
14365,20,6,0,33649000,562,0,2,15,27.3,21.3,1.7,37,105.05,50,0,0,0,4
14366,20,6,0,39762000,664,0,2,15,27.3,21.3,1.7,37,105.05,52,0,0,0,4
14379,20,9,0,18317000,307,2,2,15,27.3,21.3,1.7,37,105.05,66,52,0,0,4
14381,20,9,0,45081000,754,2,2,15,27.3,21.3,1.7,37,105.05,70,52,0,0,4
14383,20,8,0,30100000,616,2,2,15,27.3,21.3,1.7,37,105.05,74,27,0,0,4
14384,20,8,0,43073000,881,2,2,15,27.3,21.3,1.7,37,105.05,76,27,0,0,4
14387,20,10,0,12341000,177,2,2,15,27.3,21.3,1.7,37,105.05,78,11,0,0,4
14390,20,10,0,16564000,237,0,2,15,27.3,21.3,1.7,37,105.05,80,11,0,0,4
14397,10,5,0,17871000,448,2,2,15,27.3,21.3,1.7,37,105.05,91,6,0,0,4
14400,10,5,0,24386000,612,2,2,15,27.3,21.3,1.7,37,105.05,94,6,0,0,4
14402,20,3,0,26234000,849,2,2,15,27.3,21.3,1.7,37,105.05,96,17,0,0,4
14406,20,3,0,59600000,1195,2,2,15,27.3,21.3,1.7,37,105.05,104,98,0,0,4
14410,20,7,0,32060000,806,2,2,15,27.3,21.3,1.7,37,105.05,112,87,0,0,4
14411,20,6,0,17316000,354,2,2,15,27.3,21.3,1.7,37,105.05,114,79,0,0,4
14412,20,6,0,42096000,860,2,2,15,27.3,21.3,1.7,37,105.05,116,79,0,0,4
14413,20,6,0,52858000,1079,2,2,15,27.3,21.3,1.7,37,105.05,118,79,0,0,4
14414,20,0,2,6359000,12,2,2,15,27.3,21.3,1.7,37,105.05,120,5,0,0,4
14418,20,0,2,6935000,12,2,2,15,27.3,21.3,1.7,37,105.05,122,5,0,0,4
14419,20,0,2,7511000,12,2,2,15,27.3,21.3,1.7,37,105.05,122,5,0,0,4
14420,20,0,2,20552000,38,2,2,15,27.3,21.3,1.7,37,105.05,124,5,0,0,4
14425,20,1,3,0,0,2,1,15,27.3,21.3,1.7,37,105.05,132,7,0,0,4
14429,20,1,3,9995000,13,2,1,15,27.3,21.3,1.7,37,105.05,134,7,0,0,4
14430,20,1,3,10470000,13,2,0,15,27.3,21.3,1.7,37,105.05,134,7,0,0,4
14431,20,1,2,42419000,84,2,1,15,27.3,21.3,1.7,37,105.05,136,7,0,0,4
14433,20,1,3,13255000,17,2,1,15,27.3,21.3,1.7,37,105.05,136,7,0,0,4
14434,20,1,3,20932000,25,2,0,15,27.3,21.3,1.7,37,105.05,136,7,0,0,4
14439,20,5,0,10894000,158,2,2,16.4,21.8,18.8,21.3,22,105.05,10,0,0,1,5
14441,30,6,0,9526000,121,2,2,16.4,21.8,18.8,21.3,22,105.05,36,0,0,1,5
14442,30,6,0,9268000,118,2,2,16.4,21.8,18.8,21.3,22,105.05,36,0,0,1,5
14448,30,6,0,2892000,42,2,2,16.4,21.8,18.8,21.3,22,105.05,39,114,0,1,5
14451,20,6,0,26154000,444,2,2,16.4,21.8,18.8,21.3,22,105.05,44,0,0,1,5
14453,20,6,0,40557000,688,2,2,16.4,21.8,18.8,21.3,22,105.05,46,0,0,1,5
14455,20,8,3,14413000,13,2,2,16.4,21.8,18.8,21.3,22,105.05,48,0,0,1,5
14456,20,8,4,3407000,3,0,2,16.4,21.8,18.8,21.3,22,105.05,48,30,0,1,5
14457,20,8,3,6996000,7,1,2,16.4,21.8,18.8,21.3,22,105.05,48,0,0,1,5
14458,20,8,3,8439000,11,0,2,16.4,21.8,18.8,21.3,22,105.05,48,28,0,1,5
14461,20,8,4,3407000,3,1,2,16.4,21.8,18.8,21.3,22,105.05,50,30,0,1,5
14462,20,8,3,4426000,5,0,2,16.4,21.8,18.8,21.3,22,105.05,50,0,0,1,5
14466,20,8,4,6766000,5,2,2,16.4,21.8,18.8,21.3,22,105.05,52,30,0,1,5
14467,20,8,3,0,0,2,2,16.4,21.8,18.8,21.3,22,105.05,52,0,0,1,5
14471,20,9,0,59868000,1203,2,2,16.4,21.8,18.8,21.3,22,105.05,56,72,0,1,5
14476,20,1,3,1783000,3,2,0,16.4,21.8,18.8,21.3,22,105.05,60,7,0,1,5
14477,20,1,2,19657000,39,2,1,16.4,21.8,18.8,21.3,22,105.05,62,7,0,1,5
14478,20,1,2,24692000,45,2,0,16.4,21.8,18.8,21.3,22,105.05,62,7,0,1,5
14482,20,1,2,30383000,56,2,0,16.4,21.8,18.8,21.3,22,105.05,64,7,0,1,5
14483,20,1,3,14926000,19,2,1,16.4,21.8,18.8,21.3,22,105.05,64,7,0,1,5
14487,20,8,0,53154000,667,2,2,16.4,21.8,18.8,21.3,22,105.05,70,27,0,1,5
14490,20,6,0,55560000,696,2,2,16.4,21.8,18.8,21.3,22,105.05,76,64,0,1,5
14491,20,7,0,40147000,1009,2,2,16.4,21.8,18.8,21.3,22,105.05,78,87,0,1,5
14492,20,7,0,58003000,1458,2,2,16.4,21.8,18.8,21.3,22,105.05,80,87,0,1,5
14497,20,6,0,22863000,328,2,2,16.4,21.8,18.8,21.3,22,105.05,86,42,0,1,5
14506,20,3,0,78275000,1401,2,2,16.4,21.8,18.8,21.3,22,105.05,104,26,0,1,5
14507,20,3,0,90296000,1616,2,2,16.4,21.8,18.8,21.3,22,105.05,106,26,0,1,5
14510,20,1,4,0,0,2,1,16.4,21.8,18.8,21.3,22,105.05,122,1,0,1,5
14513,20,1,6,0,0,2,0,16.4,21.8,18.8,21.3,22,105.05,122,1,0,1,5
14518,20,1,4,11817000,7,2,1,16.4,21.8,18.8,21.3,22,105.05,124,1,0,1,5
14526,20,1,4,62708000,37,2,1,16.4,21.8,18.8,21.3,22,105.05,126,1,0,1,5
14532,20,1,4,47889000,34,2,1,16.4,21.8,18.8,21.3,22,105.05,128,9,0,1,5
14534,20,1,4,58923000,42,2,1,16.4,21.8,18.8,21.3,22,105.05,130,9,0,1,5
14536,20,1,4,29499000,21,0,1,16.4,21.8,18.8,21.3,22,105.05,132,9,0,1,5
14539,20,1,2,5638000,11,1,0,16.4,21.8,18.8,21.3,22,105.05,134,7,0,1,5
14542,20,1,2,28956000,57,0,1,16.4,21.8,18.8,21.3,22,105.05,136,7,0,1,5
14544,20,1,3,3351000,5,2,1,16.4,21.8,18.8,21.3,22,105.05,136,7,0,1,5
14546,20,1,2,19657000,39,2,1,16.4,21.8,18.8,21.3,22,105.05,138,7,0,1,5
14548,20,1,3,8303000,11,2,1,16.4,21.8,18.8,21.3,22,105.05,138,7,0,1,5
14551,20,3,0,19265000,586,2,2,16.9,22.6,19.5,7.2,17,105.05,10,61,0,1,6
14554,20,2,0,16848000,225,2,1,16.9,22.6,19.5,7.2,17,105.05,38,32,0,1,6
14561,20,6,0,26069000,373,0,2,16.9,22.6,19.5,7.2,17,105.05,48,42,0,1,6
14567,20,8,0,7117000,72,2,2,16.9,22.6,19.5,7.2,17,105.05,60,30,0,1,6
14570,20,8,0,17430000,221,2,2,16.9,22.6,19.5,7.2,17,105.05,62,29,0,1,6
14571,20,8,0,29207000,296,2,2,16.9,22.6,19.5,7.2,17,105.05,64,30,0,1,6
14574,20,6,0,15220000,258,2,2,16.9,22.6,19.5,7.2,17,105.05,66,0,0,1,6
14576,20,6,0,26585000,451,2,2,16.9,22.6,19.5,7.2,17,105.05,68,0,0,1,6
14579,20,6,0,20526000,294,2,2,16.9,22.6,19.5,7.2,17,105.05,72,46,0,1,6
14582,20,6,0,9492000,136,2,2,16.9,22.6,19.5,7.2,17,105.05,74,46,0,1,6
14583,20,6,0,45117000,646,0,2,16.9,22.6,19.5,7.2,17,105.05,76,46,0,1,6
14586,30,5,0,93552000,1052,2,2,16.9,22.6,19.5,7.2,17,105.05,81,65,0,1,6
14588,20,1,2,10113000,19,2,0,16.9,22.6,19.5,7.2,17,105.05,84,7,0,1,6
14595,20,1,2,16606000,33,2,1,16.9,22.6,19.5,7.2,17,105.05,88,7,0,1,6
14597,20,1,3,1701000,3,2,1,16.9,22.6,19.5,7.2,17,105.05,88,7,0,1,6
14598,20,1,3,3537000,5,2,0,16.9,22.6,19.5,7.2,17,105.05,88,7,0,1,6
14599,20,8,0,33475000,420,2,2,16.9,22.6,19.5,7.2,17,105.05,90,27,0,1,6
14601,20,8,0,53706000,674,2,2,16.9,22.6,19.5,7.2,17,105.05,94,27,0,1,6
14602,20,7,0,38004000,955,2,2,16.9,22.6,19.5,7.2,17,105.05,96,87,0,1,6
14606,20,3,0,51080000,853,2,2,16.9,22.6,19.5,7.2,17,105.05,104,104,0,1,6
14607,20,3,0,57898000,967,2,2,16.9,22.6,19.5,7.2,17,105.05,106,104,0,1,6
14608,20,3,0,58912000,984,2,2,16.9,22.6,19.5,7.2,17,105.05,108,39,0,1,6
14609,30,5,0,54086000,542,2,2,16.9,22.6,19.5,7.2,17,105.05,122,65,0,1,6
14610,30,5,0,125412000,1256,2,2,16.9,22.6,19.5,7.2,17,105.05,125,65,0,1,6
14613,20,1,4,19693000,12,2,1,16.9,22.6,19.5,7.2,17,105.05,128,1,0,1,6
14617,20,1,6,6513000,3,2,1,16.9,22.6,19.5,7.2,17,105.05,128,1,0,1,6
14618,20,1,6,14342000,5,0,0,16.9,22.6,19.5,7.2,17,105.05,128,1,0,1,6
14622,20,1,5,22310000,12,0,0,16.9,22.6,19.5,7.2,17,105.05,130,1,0,1,6
14623,20,1,5,5818000,3,1,1,16.9,22.6,19.5,7.2,17,105.05,130,1,0,1,6
14624,20,1,6,0,0,2,0,16.9,22.6,19.5,7.2,17,105.05,130,1,0,1,6
14626,20,1,6,0,0,2,0,16.9,22.6,19.5,7.2,17,105.05,130,1,0,1,6
14629,20,1,4,19623000,12,2,1,16.9,22.6,19.5,7.2,17,105.05,132,1,0,1,6
14635,20,1,5,16019000,8,0,1,16.9,22.6,19.5,7.2,17,105.05,134,7,0,1,6
14641,20,1,4,0,0,2,1,16.9,22.6,19.5,7.2,17,105.05,136,7,0,1,6
14644,20,1,5,103813000,46,2,0,16.9,22.6,19.5,7.2,17,105.05,138,7,0,1,6
14645,20,1,4,6911000,4,2,1,16.9,22.6,19.5,7.2,17,105.05,138,7,0,1,6
14649,20,6,0,15655000,262,2,2,16.9,22.6,19.5,7.2,17,105.05,142,46,0,1,6
14651,20,6,0,15760000,264,2,2,11.9,21,17,1.7,30,105.05,0,46,0,0,0
14652,20,6,0,8943000,150,2,2,11.9,21,17,1.7,30,105.05,0,46,0,0,0
14656,20,8,0,8180000,164,2,2,11.9,21,17,1.7,30,105.05,8,27,0,0,0
14662,20,6,0,24573000,502,2,2,11.9,21,17,1.7,30,105.05,46,0,0,0,0
14663,20,9,0,15541000,313,2,2,11.9,21,17,1.7,30,105.05,48,72,0,0,0
14669,20,8,2,5004000,13,2,2,11.9,21,17,1.7,30,105.05,60,30,0,0,0
14670,20,8,1,2051000,13,2,2,11.9,21,17,1.7,30,105.05,60,29,0,0,0
14671,20,8,1,1251000,8,2,2,11.9,21,17,1.7,30,105.05,60,29,0,0,0
14675,20,8,2,31002000,78,2,2,11.9,21,17,1.7,30,105.05,64,30,0,0,0
14679,20,6,4,38675000,25,2,2,11.9,21,17,1.7,30,105.05,68,99,0,0,0
14680,20,6,4,38197000,25,2,2,11.9,21,17,1.7,30,105.05,70,99,0,0,0
14681,20,9,1,9801000,45,2,0,11.9,21,17,1.7,30,105.05,72,59,0,0,0
14682,20,9,1,7792000,38,2,1,11.9,21,17,1.7,30,105.05,72,59,0,0,0
14690,20,9,1,25606000,124,2,1,11.9,21,17,1.7,30,105.05,76,59,0,0,0
14691,20,9,1,8576000,42,2,0,11.9,21,17,1.7,30,105.05,76,59,0,0,0
14693,20,8,0,27743000,348,2,2,11.9,21,17,1.7,30,105.05,78,27,0,0,0
14694,20,8,0,29576000,371,2,2,11.9,21,17,1.7,30,105.05,80,27,0,0,0
14695,20,8,0,28091000,353,2,2,11.9,21,17,1.7,30,105.05,82,27,0,0,0
14696,10,5,0,8157000,205,2,2,11.9,21,17,1.7,30,105.05,84,6,0,0,0
14704,20,6,0,43367000,724,2,2,11.9,21,17,1.7,30,105.05,94,0,0,0,0
14708,20,3,0,3367000,109,2,2,11.9,21,17,1.7,30,105.05,98,38,0,0,0
14713,20,3,0,72372000,1295,2,2,11.9,21,17,1.7,30,105.05,106,26,0,0,0
14715,20,3,0,43342000,869,2,2,11.9,21,17,1.7,30,105.05,110,98,0,0,0
14716,20,3,0,60760000,1218,2,2,11.9,21,17,1.7,30,105.05,112,98,0,0,0
14718,20,9,1,5819000,35,2,1,11.9,21,17,1.7,30,105.05,114,41,0,0,0
14722,20,9,1,24315000,143,2,1,11.9,21,17,1.7,30,105.05,118,41,0,0,0
14730,20,0,3,0,0,2,2,11.9,21,17,1.7,30,105.05,122,8,0,0,0
14731,20,0,3,9703000,10,2,2,11.9,21,17,1.7,30,105.05,122,8,0,0,0
14735,20,0,3,9316000,12,2,2,11.9,21,17,1.7,30,105.05,124,8,0,0,0
14738,20,0,3,12218000,12,2,2,11.9,21,17,1.7,30,105.05,124,8,0,0,0
14742,20,1,4,6652000,5,2,0,11.9,21,17,1.7,30,105.05,126,1,0,0,0
14748,20,1,6,0,0,2,0,11.9,21,17,1.7,30,105.05,126,1,0,0,0
14749,20,1,4,17979000,14,2,1,11.9,21,17,1.7,30,105.05,128,1,0,0,0
14757,20,1,4,12002000,10,2,1,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14760,20,1,5,8945000,5,2,0,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14761,20,1,5,0,0,2,1,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14762,20,1,6,6489000,3,2,0,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14763,20,1,6,0,0,2,1,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14764,20,1,6,7184000,3,2,0,11.9,21,17,1.7,30,105.05,130,1,0,0,0
14768,20,0,2,31561000,58,2,2,11.9,21,17,1.7,30,105.05,134,5,0,0,0
14769,20,0,2,18984000,32,2,2,11.9,21,17,1.7,30,105.05,134,5,0,0,0
14770,20,0,2,16837000,26,2,2,11.9,21,17,1.7,30,105.05,134,5,0,0,0
14771,20,0,2,33190000,61,2,2,11.9,21,17,1.7,30,105.05,136,5,0,0,0
14772,20,0,2,36170000,61,2,2,11.9,21,17,1.7,30,105.05,136,5,0,0,0
14775,20,0,6,13009000,5,2,2,11.9,21,17,1.7,30,105.05,138,0,0,0,0
14776,20,0,6,14437000,5,2,2,11.9,21,17,1.7,30,105.05,140,0,0,0,0
14778,20,0,6,33635000,11,2,2,11.9,21,17,1.7,30,105.05,142,0,0,0,0
14783,30,6,0,922000,14,2,2,9,24.2,17,0,38,105.05,0,114,0,0,1
14784,30,6,0,35780000,453,2,2,9,24.2,17,0,38,105.05,3,0,0,0,1
14796,20,8,0,26366000,539,2,2,9,24.2,17,0,38,105.05,40,81,0,0,1
14800,20,9,0,27049000,678,2,2,9,24.2,17,0,38,105.05,50,0,0,0,1
14803,20,8,4,0,0,2,2,9,24.2,17,0,38,105.05,54,30,0,0,1
14809,20,8,3,2367000,3,2,2,9,24.2,17,0,38,105.05,56,0,0,0,1
14812,20,8,3,7378000,7,2,2,9,24.2,17,0,38,105.05,58,0,0,0,1
14813,20,8,4,0,0,2,2,9,24.2,17,0,38,105.05,58,30,0,0,1
14815,20,8,3,35099000,45,2,2,9,24.2,17,0,38,105.05,58,28,0,0,1
14819,20,6,0,34791000,581,2,2,9,24.2,17,0,38,105.05,64,0,0,0,1
14822,20,10,0,7992000,115,2,2,9,24.2,17,0,38,105.05,66,11,0,0,1
14828,20,10,0,18973000,272,2,2,9,24.2,17,0,38,105.05,70,11,0,0,1
14830,20,8,0,30635000,627,2,2,9,24.2,17,0,38,105.05,74,27,0,0,1
14831,20,8,0,49784000,1019,2,2,9,24.2,17,0,38,105.05,76,27,0,0,1
14833,20,9,0,35033000,586,2,2,9,24.2,17,0,38,105.05,80,52,0,0,1
14835,20,6,0,13197000,456,2,2,9,24.2,17,0,38,105.05,84,0,0,0,1
14836,20,6,0,21537000,743,2,2,9,24.2,17,0,38,105.05,86,0,0,0,1
14837,20,6,0,23021000,794,2,2,9,24.2,17,0,38,105.05,88,0,0,0,1
14839,30,9,1,9082000,59,2,1,9,24.2,17,0,38,105.05,90,21,0,0,1
14840,30,9,1,36777000,225,2,0,9,24.2,17,0,38,105.05,93,21,0,0,1
14845,20,3,0,40407000,1039,2,2,9,24.2,17,0,38,105.05,102,0,0,0,1
14846,20,3,0,53827000,1384,2,2,9,24.2,17,0,38,105.05,104,0,0,0,1
14847,20,3,0,65521000,1685,2,2,9,24.2,17,0,38,105.05,106,0,0,0,1
14849,20,3,0,42671000,764,2,2,9,24.2,17,0,38,105.05,110,26,0,0,1
14852,10,5,0,17100000,429,2,2,9,24.2,17,0,38,105.05,115,6,0,0,1
14853,10,5,0,22691000,569,2,2,9,24.2,17,0,38,105.05,116,6,0,0,1
14855,10,5,0,30858000,774,2,2,9,24.2,17,0,38,105.05,118,6,0,0,1
14858,20,6,0,8392000,121,2,2,9,24.2,17,0,38,105.05,120,42,0,0,1
14862,20,6,0,29616000,424,2,2,9,24.2,17,0,38,105.05,124,42,0,0,1
14865,20,1,4,0,0,2,1,9,24.2,17,0,38,105.05,126,7,0,0,1
14870,20,1,5,21594000,11,2,0,9,24.2,17,0,38,105.05,128,7,0,0,1
14873,20,1,4,3490000,2,2,1,9,24.2,17,0,38,105.05,130,7,0,0,1
14876,20,1,4,0,0,2,0,9,24.2,17,0,38,105.05,132,1,0,0,1
14881,20,1,6,0,0,2,1,9,24.2,17,0,38,105.05,132,1,0,0,1
14884,20,1,4,0,0,2,0,9,24.2,17,0,38,105.05,134,1,0,0,1
14885,20,1,4,11817000,7,2,1,9,24.2,17,0,38,105.05,134,1,0,0,1
14888,20,1,6,0,0,2,0,9,24.2,17,0,38,105.05,134,1,0,0,1
14889,20,1,6,6513000,3,2,1,9,24.2,17,0,38,105.05,134,1,0,0,1
14891,20,1,4,9014000,7,2,1,9,24.2,17,0,38,105.05,136,1,0,0,1
14893,20,1,4,39197000,24,2,1,9,24.2,17,0,38,105.05,136,1,0,0,1
14894,20,1,5,35676000,19,2,0,9,24.2,17,0,38,105.05,136,1,0,0,1
14895,20,1,5,5818000,3,2,1,9,24.2,17,0,38,105.05,136,1,0,0,1
14901,20,7,0,52814000,1327,2,2,9,24.2,17,0,38,105.05,142,87,0,0,1
14902,20,8,0,15230000,191,2,2,10.3,27.3,19.2,0,44,105.05,0,27,0,0,2
14903,20,8,0,30712000,385,2,2,10.3,27.3,19.2,0,44,105.05,2,27,0,0,2
14911,20,6,0,29225000,496,2,2,10.3,27.3,19.2,0,44,105.05,44,0,0,0,2
