,Unnamed: 0,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가
20879,20879,2019-07-18 22:00,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,14601000,11,Thursday,No,No,0.0
20880,20880,2019-07-18 22:00,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,16165000,11,Thursday,No,No,0.0
20881,20881,2019-07-18 22:20,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,18239000,14,Thursday,No,No,0.0
20882,20882,2019-07-18 22:20,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,32226000,22,Thursday,No,No,0.0
20883,20883,2019-07-18 22:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,32817000,25,Thursday,No,No,0.0
20884,20884,2019-07-18 22:40,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,48315000,33,Thursday,No,No,0.0
20885,20885,2019-07-18 23:00,20,디비노 선글라스 세트,4,44800,13562000,303,Thursday,No,No,0.0
20886,20886,2019-07-18 23:20,20,디비노 선글라스 세트,4,44800,28376000,634,Thursday,No,No,0.0
20887,20887,2019-07-18 23:40,20,디비노 선글라스 세트,4,44800,31438000,702,Thursday,No,No,0.0
20888,20888,2019-07-19 0:00,20,젠트웰 남성 쿨 썸머 티셔츠 4종,6,39000,16662000,428,Friday,No,No,0.0
20889,20889,2019-07-19 0:20,20,젠트웰 남성 쿨 썸머 티셔츠 4종,6,39000,12401000,318,Friday,No,No,0.0
20890,20890,2019-07-19 0:40,20,젠트웰 남성 쿨 썸머 티셔츠 4종,6,39000,14700000,377,Friday,No,No,0.0
20891,20891,2019-07-19 1:00,20,남영비비안 로즈버드 듀얼윙 스킨 보정 브라패키지,5,99900,5476000,55,Friday,No,No,0.0
20892,20892,2019-07-19 1:20,20,남영비비안 로즈버드 듀얼윙 스킨 보정 브라패키지,5,99900,9919000,100,Friday,No,No,0.0
20893,20893,2019-07-19 1:40,20,남영비비안 로즈버드 듀얼윙 스킨 보정 브라패키지,5,99900,15439000,155,Friday,No,No,0.0
20894,20894,2019-07-19 6:00,20,무이자 아이넥스 솔리드 멀티 식기건조대,9,76000,3237000,43,Friday,No,No,9.0
20895,20895,2019-07-19 6:00,20,일시불 아이넥스 솔리드 멀티 식기건조대,9,69000,3152000,46,Friday,No,No,0.0
20896,20896,2019-07-19 6:20,20,무이자 아이넥스 솔리드 멀티 식기건조대,9,76000,5414000,72,Friday,No,No,9.0
20897,20897,2019-07-19 6:20,20,일시불 아이넥스 솔리드 멀티 식기건조대,9,69000,10101000,147,Friday,No,No,0.0
20898,20898,2019-07-19 6:40,20,무이자 아이넥스 솔리드 멀티 식기건조대,9,76000,8540000,113,Friday,No,No,9.0
20899,20899,2019-07-19 6:40,20,일시불 아이넥스 솔리드 멀티 식기건조대,9,69000,7517000,109,Friday,No,No,0.0
20900,20900,2019-07-19 7:00,20,두꺼비 매직 버블수세미400매 + 곰팡이젤2개,9,39900,13874000,348,Friday,No,No,0.0
20901,20901,2019-07-19 7:00,20,두꺼비 매직 버블수세미200매 + 곰팡이젤1개,9,24900,2848000,115,Friday,No,No,0.0
20902,20902,2019-07-19 7:20,20,두꺼비 매직 버블수세미400매 + 곰팡이젤2개,9,39900,19912000,500,Friday,No,No,0.0
20903,20903,2019-07-19 7:20,20,두꺼비 매직 버블수세미200매 + 곰팡이젤1개,9,24900,3371000,136,Friday,No,No,0.0
20904,20904,2019-07-19 7:40,20,두꺼비 매직 버블수세미400매 + 곰팡이젤2개,9,39900,23266000,584,Friday,No,No,0.0
20905,20905,2019-07-19 7:40,20,두꺼비 매직 버블수세미200매 + 곰팡이젤1개,9,24900,4892000,197,Friday,No,No,0.0
20906,20906,2019-07-19 8:00,30,루이띠에 순금 샤이닝 러브 목걸이 35g+골드바 1g,8,3650000,11569000,4,Friday,No,No,12.0
20907,20907,2019-07-19 8:00,30,루이띠에 순금 샤이닝 러브 팔찌 35g+골드바 1g,8,3650000,0,0,Friday,No,No,12.0
20908,20908,2019-07-19 8:00,30,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,8,2030000,3254000,2,Friday,No,No,12.0
20909,20909,2019-07-19 8:00,30,루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,8,2030000,3254000,2,Friday,No,No,12.0
20910,20910,2019-07-19 8:00,30,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,8,1720000,0,0,Friday,No,No,12.0
20911,20911,2019-07-19 8:00,30,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,8,1590000,2558000,2,Friday,No,No,12.0
20912,20912,2019-07-19 8:00,30,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,8,1590000,2558000,2,Friday,No,No,12.0
20913,20913,2019-07-19 8:30,30,루이띠에 순금 샤이닝 러브 목걸이 35g+골드바 1g,8,3650000,17328000,5,Friday,No,No,12.0
20914,20914,2019-07-19 8:30,30,루이띠에 순금 샤이닝 러브 팔찌 35g+골드바 1g,8,3650000,17328000,5,Friday,No,No,12.0
20915,20915,2019-07-19 8:30,30,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,8,2030000,3252000,2,Friday,No,No,12.0
20916,20916,2019-07-19 8:30,30,루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,8,2030000,3252000,2,Friday,No,No,12.0
20917,20917,2019-07-19 8:30,30,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,8,1720000,0,0,Friday,No,No,12.0
20918,20918,2019-07-19 8:30,30,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,8,1590000,7575000,5,Friday,No,No,12.0
20919,20919,2019-07-19 8:30,30,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,8,1590000,20120000,13,Friday,No,No,12.0
20920,20920,2019-07-19 9:00,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,16514000,139,Friday,No,No,0.0
20921,20921,2019-07-19 9:00,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,7729000,60,Friday,No,No,0.0
20922,20922,2019-07-19 9:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,30005000,253,Friday,No,No,0.0
20923,20923,2019-07-19 9:20,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,17057000,133,Friday,No,No,0.0
20924,20924,2019-07-19 9:40,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,42729000,360,Friday,No,No,0.0
20925,20925,2019-07-19 9:40,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,18034000,140,Friday,No,No,0.0
20926,20926,2019-07-19 10:00,30,바바코코 젤네일스트립 SET,7,59800,28960000,485,Friday,No,No,0.0
20927,20927,2019-07-19 10:30,30,바바코코 젤네일스트립 SET,7,59800,63496000,1062,Friday,No,No,0.0
20928,20928,2019-07-19 11:00,20,AAD 여성 소가죽 구름 샌들,8,29000,15961000,551,Friday,No,No,0.0
20929,20929,2019-07-19 11:00,20,AAD 남성 소가죽 구름 샌들,8,29000,4981000,172,Friday,No,No,0.0
20930,20930,2019-07-19 11:20,20,AAD 여성 소가죽 구름 샌들,8,29000,35776000,1234,Friday,No,No,0.0
20931,20931,2019-07-19 11:20,20,AAD 남성 소가죽 구름 샌들,8,29000,11509000,397,Friday,No,No,0.0
20932,20932,2019-07-19 11:40,20,AAD 여성 소가죽 구름 샌들,8,29000,33428000,1153,Friday,No,No,0.0
20933,20933,2019-07-19 11:40,20,AAD 남성 소가죽 구름 샌들,8,29000,12836000,443,Friday,No,No,0.0
20934,20934,2019-07-19 13:00,20,엘렌실라 그린 에너지 썬스틱7,7,39900,19839000,498,Friday,No,No,0.0
20935,20935,2019-07-19 13:20,20,엘렌실라 그린 에너지 썬스틱7,7,39900,24278000,609,Friday,No,No,0.0
20936,20936,2019-07-19 13:40,20,엘렌실라 그린 에너지 썬스틱7,7,39900,30073000,754,Friday,No,No,0.0
20937,20937,2019-07-19 14:00,20,레노마 우/양산 2종세트,8,54900,24567000,448,Friday,No,No,0.0
20938,20938,2019-07-19 14:20,20,레노마 우/양산 2종세트,8,54900,55758000,1016,Friday,No,No,0.0
20939,20939,2019-07-19 14:40,20,레노마 우/양산 2종세트,8,54900,45434000,828,Friday,No,No,0.0
20940,20940,2019-07-19 15:00,10,초특가)에버라스트 드로즈 10+4종,5,39900,6743000,169,Friday,No,No,0.0
20941,20941,2019-07-19 15:10,10,초특가)에버라스트 드로즈 10+4종,5,39900,14548000,365,Friday,No,No,0.0
20942,20942,2019-07-19 15:20,10,초특가)에버라스트 드로즈 10+4종,5,39900,16049000,403,Friday,No,No,0.0
20943,20943,2019-07-19 15:30,10,초특가)에버라스트 드로즈 10+4종,5,39900,15669000,393,Friday,No,No,0.0
20944,20944,2019-07-19 15:40,10,초특가)에버라스트 드로즈 10+4종,5,39900,20145000,505,Friday,No,No,0.0
20945,20945,2019-07-19 15:50,10,초특가)에버라스트 드로즈 10+4종,5,39900,33568000,842,Friday,No,No,0.0
20946,20946,2019-07-19 16:00,20,AAB의 소곱창전골 800g x 8팩,3,55900,23343000,418,Friday,No,No,0.0
20947,20947,2019-07-19 16:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,52363000,937,Friday,No,No,0.0
20948,20948,2019-07-19 16:40,20,AAB의 소곱창전골 800g x 8팩,3,55900,57376000,1027,Friday,No,No,0.0
20949,20949,2019-07-19 17:00,20,자연산 손질 통오징어 21미,3,40900,34923000,854,Friday,No,No,0.0
20950,20950,2019-07-19 17:20,20,자연산 손질 통오징어 21미,3,40900,44711000,1094,Friday,No,No,0.0
20951,20951,2019-07-19 17:40,20,자연산 손질 통오징어 21미,3,40900,52885000,1294,Friday,No,No,0.0
20952,20952,2019-07-19 18:00,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,24505000,447,Friday,No,No,0.0
20953,20953,2019-07-19 18:20,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,39517000,720,Friday,No,No,0.0
20954,20954,2019-07-19 18:40,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,49484000,902,Friday,No,No,0.0
20955,20955,2019-07-19 19:00,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,39800,20414000,513,Friday,No,No,0.0
20956,20956,2019-07-19 19:20,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,39800,34365000,864,Friday,No,No,0.0
20957,20957,2019-07-19 19:40,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,39800,54050000,1359,Friday,No,No,0.0
20958,20958,2019-07-19 20:00,20,일시불 LG 통돌이 세탁기,1,439000,16428000,38,Friday,No,No,0.0
20959,20959,2019-07-19 20:00,20,무이자 LG 통돌이 세탁기,1,489000,15354000,32,Friday,No,No,0.0
20960,20960,2019-07-19 20:20,20,일시불 LG 통돌이 세탁기,1,439000,24632000,57,Friday,No,No,0.0
20961,20961,2019-07-19 20:20,20,무이자 LG 통돌이 세탁기,1,489000,18333000,38,Friday,No,No,0.0
20962,20962,2019-07-19 20:40,20,일시불 LG 통돌이 세탁기,1,439000,39680000,91,Friday,No,No,0.0
20963,20963,2019-07-19 20:40,20,무이자 LG 통돌이 세탁기,1,489000,32148000,66,Friday,No,No,0.0
20964,20964,2019-07-19 21:00,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,499000,3789000,8,Friday,No,No,0.0
20965,20965,2019-07-19 21:00,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,549000,2794000,6,Friday,No,No,0.0
20966,20966,2019-07-19 21:00,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,549000,5531000,11,Friday,No,No,0.0
20967,20967,2019-07-19 21:00,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,599000,3044000,6,Friday,No,No,0.0
20968,20968,2019-07-19 21:00,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,599000,1544000,3,Friday,No,No,0.0
20969,20969,2019-07-19 21:00,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,649000,0,0,Friday,No,No,0.0
20970,20970,2019-07-19 21:20,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,499000,5028000,11,Friday,No,No,0.0
20971,20971,2019-07-19 21:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,549000,5533000,11,Friday,No,No,0.0
20972,20972,2019-07-19 21:20,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,549000,8277000,16,Friday,No,No,0.0
20973,20973,2019-07-19 21:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,599000,3044000,6,Friday,No,No,0.0
20974,20974,2019-07-19 21:20,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,599000,13508000,23,Friday,No,No,0.0
20975,20975,2019-07-19 21:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,649000,4911000,8,Friday,No,No,0.0
20976,20976,2019-07-19 21:40,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,499000,24954000,51,Friday,No,No,0.0
20977,20977,2019-07-19 21:40,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,549000,11011000,21,Friday,No,No,0.0
20978,20978,2019-07-19 21:40,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,549000,15125000,28,Friday,No,No,0.0
20979,20979,2019-07-19 21:40,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,599000,7527000,13,Friday,No,No,0.0
20980,20980,2019-07-19 21:40,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,599000,19481000,33,Friday,No,No,0.0
20981,20981,2019-07-19 21:40,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,649000,13015000,21,Friday,No,No,0.0
20982,20982,2019-07-19 22:00,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,509000,5560000,11,Friday,No,No,0.0
20983,20983,2019-07-19 22:00,20,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,1,539000,2970000,6,Friday,No,No,0.0
20984,20984,2019-07-19 22:00,20,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,1,709000,9725000,14,Friday,No,No,0.0
20985,20985,2019-07-19 22:00,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,2090000,3,Friday,No,No,0.0
20986,20986,2019-07-19 22:15,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,509000,8314000,17,Friday,No,No,0.0
20987,20987,2019-07-19 22:15,20,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,1,539000,7406000,14,Friday,No,No,0.0
20988,20988,2019-07-19 22:15,20,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,1,709000,19372000,28,Friday,No,No,0.0
20989,20989,2019-07-19 22:15,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,6170000,9,Friday,No,No,0.0
20990,20990,2019-07-19 22:30,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,509000,5560000,11,Friday,No,No,0.0
20991,20991,2019-07-19 22:30,20,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,1,539000,7351000,14,Friday,No,No,0.0
20992,20992,2019-07-19 22:30,20,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,1,709000,5838000,9,Friday,No,No,0.0
20993,20993,2019-07-19 22:30,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,12344000,17,Friday,No,No,0.0
20994,20994,2019-07-19 22:45,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,509000,13824000,28,Friday,No,No,0.0
20995,20995,2019-07-19 22:45,20,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,1,539000,17628000,33,Friday,No,No,0.0
20996,20996,2019-07-19 22:45,20,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,1,709000,9697000,14,Friday,No,No,0.0
20997,20997,2019-07-19 22:45,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,6197000,9,Friday,No,No,0.0
20998,20998,2019-07-19 23:00,20,일시불 썸덱스 트로이카 여행가방 10종세트,8,149000,12864000,87,Friday,No,No,0.0
20999,20999,2019-07-19 23:00,20,무이자 썸덱스 트로이카 여행가방 10종세트,8,159000,4007000,26,Friday,No,No,0.0
21000,21000,2019-07-19 23:20,20,일시불 썸덱스 트로이카 여행가방 10종세트,8,149000,29216000,197,Friday,No,No,0.0
21001,21001,2019-07-19 23:20,20,무이자 썸덱스 트로이카 여행가방 10종세트,8,159000,12577000,80,Friday,No,No,0.0
21002,21002,2019-07-19 23:40,20,일시불 썸덱스 트로이카 여행가방 10종세트,8,149000,33497000,225,Friday,No,No,0.0
21003,21003,2019-07-19 23:40,20,무이자 썸덱스 트로이카 여행가방 10종세트,8,159000,12549000,79,Friday,No,No,0.0
21004,21004,2019-07-20 0:00,20,디키즈 썸머숏팬츠3종,6,49900,4113000,83,Saturday,Yes,No,0.0
21005,21005,2019-07-20 0:20,20,디키즈 썸머숏팬츠3종,6,49900,12931000,260,Saturday,Yes,No,0.0
21006,21006,2019-07-20 0:40,20,디키즈 썸머숏팬츠3종,6,49900,11692000,235,Saturday,Yes,No,0.0
21007,21007,2019-07-20 1:00,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,6142000,14,Saturday,Yes,No,12.0
21008,21008,2019-07-20 1:00,20,무이자 선일금고 이볼브 시리즈 EV-040,4,490000,0,0,Saturday,Yes,No,12.0
21009,21009,2019-07-20 1:00,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,0,0,Saturday,Yes,No,12.0
21010,21010,2019-07-20 1:00,20,무이자 선일금고 이볼브 시리즈 EV-020,4,440000,1538000,4,Saturday,Yes,No,12.0
21011,21011,2019-07-20 1:20,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,8919000,20,Saturday,Yes,No,12.0
21012,21012,2019-07-20 1:20,20,무이자 선일금고 이볼브 시리즈 EV-040,4,490000,5069000,11,Saturday,Yes,No,12.0
21013,21013,2019-07-20 1:20,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,1400000,4,Saturday,Yes,No,12.0
21014,21014,2019-07-20 1:20,20,무이자 선일금고 이볼브 시리즈 EV-020,4,440000,0,0,Saturday,Yes,No,12.0
21015,21015,2019-07-20 1:40,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,12298000,28,Saturday,Yes,No,12.0
21016,21016,2019-07-20 1:40,20,무이자 선일금고 이볼브 시리즈 EV-040,4,490000,6765000,14,Saturday,Yes,No,12.0
21017,21017,2019-07-20 1:40,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,0,0,Saturday,Yes,No,12.0
21018,21018,2019-07-20 1:40,20,무이자 선일금고 이볼브 시리즈 EV-020,4,440000,0,0,Saturday,Yes,No,12.0
21019,21019,2019-07-20 6:00,20,1세트 믹서를 품은 텀블러,9,49900,7413000,149,Saturday,Yes,No,0.0
21020,21020,2019-07-20 6:00,20,2세트 믹서를 품은 텀블러,9,89900,6875000,77,Saturday,Yes,No,0.0
21021,21021,2019-07-20 6:20,20,1세트 믹서를 품은 텀블러,9,49900,19092000,383,Saturday,Yes,No,0.0
21022,21022,2019-07-20 6:20,20,2세트 믹서를 품은 텀블러,9,89900,5246000,59,Saturday,Yes,No,0.0
21023,21023,2019-07-20 6:40,20,1세트 믹서를 품은 텀블러,9,49900,18144000,364,Saturday,Yes,No,0.0
21024,21024,2019-07-20 6:40,20,2세트 믹서를 품은 텀블러,9,89900,13681000,153,Saturday,Yes,No,0.0
21025,21025,2019-07-20 7:00,20,엘렌실라 에스까르고에센스 커버쿠션,7,39900,15850000,398,Saturday,Yes,No,0.0
21026,21026,2019-07-20 7:20,20,엘렌실라 에스까르고에센스 커버쿠션,7,39900,33044000,829,Saturday,Yes,No,0.0
21027,21027,2019-07-20 7:40,20,엘렌실라 에스까르고에센스 커버쿠션,7,39900,49168000,1233,Saturday,Yes,No,0.0
21028,21028,2019-07-20 8:00,20,CERINI by PAT 남성 에어 카라티셔츠 4종,6,59900,19549000,327,Saturday,Yes,No,0.0
21029,21029,2019-07-20 8:20,20,CERINI by PAT 남성 에어 카라티셔츠 4종,6,59900,43565000,728,Saturday,Yes,No,0.0
21030,21030,2019-07-20 8:40,20,CERINI by PAT 남성 에어 카라티셔츠 4종,6,59900,79832000,1333,Saturday,Yes,No,0.0
21031,21031,2019-07-20 9:00,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,6,1590000,45977000,29,Saturday,Yes,No,12.0
21032,21032,2019-07-20 9:20,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,6,1590000,74790000,48,Saturday,Yes,No,12.0
21033,21033,2019-07-20 9:40,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,6,1590000,129156000,82,Saturday,Yes,No,12.0
21034,21034,2019-07-20 10:00,30,프라다 듀엣 선글라스,8,348000,13686000,40,Saturday,Yes,No,0.0
21035,21035,2019-07-20 10:00,30,프라다 자카드 카메라 크로스백,8,790000,8291000,11,Saturday,Yes,No,12.0
21036,21036,2019-07-20 10:00,30,프라다 더블지퍼 크로스백,8,790000,6637000,9,Saturday,Yes,No,12.0
21037,21037,2019-07-20 10:00,30,프라다 테스토 크로스백,8,790000,8121000,11,Saturday,Yes,No,12.0
21038,21038,2019-07-20 10:00,30,프라다 테스토 탑핸들 토트 숄더백,8,1180000,2511000,3,Saturday,Yes,No,12.0
21039,21039,2019-07-20 10:00,30,프라다 탑핸들 토트 숄더백,8,1380000,8689000,7,Saturday,Yes,No,12.0
21040,21040,2019-07-20 10:00,30,프라다 자카드 토트 숄더백,8,1290000,26448000,21,Saturday,Yes,No,12.0
21041,21041,2019-07-20 10:00,30,프라다 비텔로 피닉스 토트백,8,1580000,3346000,3,Saturday,Yes,No,12.0
21042,21042,2019-07-20 10:30,30,프라다 듀엣 선글라스,8,348000,20285000,59,Saturday,Yes,No,0.0
21043,21043,2019-07-20 10:30,30,프라다 자카드 카메라 크로스백,8,790000,16523000,21,Saturday,Yes,No,12.0
21044,21044,2019-07-20 10:30,30,프라다 더블지퍼 크로스백,8,790000,3285000,5,Saturday,Yes,No,12.0
21045,21045,2019-07-20 10:30,30,프라다 테스토 크로스백,8,790000,13068000,17,Saturday,Yes,No,12.0
21046,21046,2019-07-20 10:30,30,프라다 테스토 탑핸들 토트 숄더백,8,1180000,12184000,11,Saturday,Yes,No,12.0
21047,21047,2019-07-20 10:30,30,프라다 탑핸들 토트 숄더백,8,1380000,5809000,5,Saturday,Yes,No,12.0
21048,21048,2019-07-20 10:30,30,프라다 자카드 토트 숄더백,8,1290000,2743000,3,Saturday,Yes,No,12.0
21049,21049,2019-07-20 10:30,30,프라다 비텔로 피닉스 토트백,8,1580000,3346000,3,Saturday,Yes,No,12.0
21050,21050,2019-07-20 11:00,20,리복 델타 피트니스 드로즈 12종,5,89000,25031000,282,Saturday,Yes,No,0.0
21051,21051,2019-07-20 11:00,20,리복 델타 피트니스 트렁크 8종,5,89000,6223000,70,Saturday,Yes,No,0.0
21052,21052,2019-07-20 11:00,20,리복 스피드윅 런닝 6종,5,89000,5423000,61,Saturday,Yes,No,0.0
21053,21053,2019-07-20 11:20,20,리복 델타 피트니스 드로즈 12종,5,89000,35218000,396,Saturday,Yes,No,0.0
21054,21054,2019-07-20 11:20,20,리복 델타 피트니스 트렁크 8종,5,89000,5039000,57,Saturday,Yes,No,0.0
21055,21055,2019-07-20 11:20,20,리복 스피드윅 런닝 6종,5,89000,6884000,78,Saturday,Yes,No,0.0
21056,21056,2019-07-20 11:40,20,리복 델타 피트니스 드로즈 12종,5,89000,44466000,500,Saturday,Yes,No,0.0
21057,21057,2019-07-20 11:40,20,리복 델타 피트니스 트렁크 8종,5,89000,8059000,91,Saturday,Yes,No,0.0
21058,21058,2019-07-20 11:40,20,리복 스피드윅 런닝 6종,5,89000,7709000,87,Saturday,Yes,No,0.0
21059,21059,2019-07-20 12:00,20,EXR 남성 워터 액티비티 5종,6,79000,4828000,62,Saturday,Yes,No,0.0
21060,21060,2019-07-20 12:00,20,EXR 여성 워터 액티비티 5종,6,79000,11177000,142,Saturday,Yes,No,0.0
21061,21061,2019-07-20 12:20,20,EXR 남성 워터 액티비티 5종,6,79000,12970000,165,Saturday,Yes,No,0.0
21062,21062,2019-07-20 12:20,20,EXR 여성 워터 액티비티 5종,6,79000,26516000,336,Saturday,Yes,No,0.0
21063,21063,2019-07-20 12:40,20,EXR 남성 워터 액티비티 5종,6,79000,21073000,267,Saturday,Yes,No,0.0
21064,21064,2019-07-20 12:40,20,EXR 여성 워터 액티비티 5종,6,79000,31166000,395,Saturday,Yes,No,0.0
21065,21065,2019-07-20 13:00,20,코몽트 남성 메쉬티셔츠 7종,6,39900,35465000,889,Saturday,Yes,No,0.0
21066,21066,2019-07-20 13:20,20,코몽트 남성 메쉬티셔츠 7종,6,39900,50129000,1257,Saturday,Yes,No,0.0
21067,21067,2019-07-20 13:40,20,코몽트 남성 메쉬티셔츠 7종,6,39900,62358000,1563,Saturday,Yes,No,0.0
21068,21068,2019-07-20 14:00,20,에코라믹 통주물 스톤 냄비세트,9,60900,21004000,345,Saturday,Yes,No,0.0
21069,21069,2019-07-20 14:20,20,에코라믹 통주물 스톤 냄비세트,9,60900,43434000,714,Saturday,Yes,No,0.0
21070,21070,2019-07-20 14:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,61721000,1014,Saturday,Yes,No,0.0
21071,21071,2019-07-20 15:00,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,32852000,599,Saturday,Yes,No,0.0
21072,21072,2019-07-20 15:20,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,47070000,858,Saturday,Yes,No,0.0
21073,21073,2019-07-20 15:40,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,54900,45950000,837,Saturday,Yes,No,0.0
21074,21074,2019-07-20 16:00,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,8917000,54,Saturday,Yes,No,0.0
21075,21075,2019-07-20 16:00,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,5458000,31,Saturday,Yes,No,0.0
21076,21076,2019-07-20 16:00,20,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,4458000,31,Saturday,Yes,No,0.0
21077,21077,2019-07-20 16:00,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,4231000,27,Saturday,Yes,No,0.0
21078,21078,2019-07-20 16:20,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,29054000,173,Saturday,Yes,No,0.0
21079,21079,2019-07-20 16:20,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,16116000,91,Saturday,Yes,No,0.0
21080,21080,2019-07-20 16:20,20,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,10562000,72,Saturday,Yes,No,0.0
21081,21081,2019-07-20 16:20,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,6007000,39,Saturday,Yes,No,0.0
21082,21082,2019-07-20 16:40,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,25899000,155,Saturday,Yes,No,0.0
21083,21083,2019-07-20 16:40,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,20820000,117,Saturday,Yes,No,0.0
