,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
10645,2019-04-15 16:20,20,멋진밥상 흥양농협 쌀 20kg,3,59900,53026000,886,Monday,No,No,0,2,2,2.3,19.6,11.1,0.0,46,104.87,16:20:00,98,39,0,0,0
17150,2019-06-12 19:20,20,헤드 파이로라이트 드로즈 10종 패키지,5,69000,34460000,500,Wednesday,No,No,0,2,2,14.3,25.9,19.7,0.0,22,104.88,19:20:00,116,6,0,0,2
22518,2019-08-03 13:20,20,오가닉뷰티 쿨 번아웃 레이스 란쥬세트,5,69900,47592000,681,Saturday,Yes,No,0,2,2,24.2,34.1,28.3,0.5,23,104.81,13:20:00,80,0,0,1,5
27767,2019-09-23 7:00,20,로베르타 디 까메리노 쿨메쉬 지퍼란쥬 패키지,5,99900,8347000,84,Monday,No,No,0,2,2,14.4,22.5,18.1,0.4,15,105.2,7:00:00,42,0,0,0,0
5136,2019-02-23 6:20,20,파시노 이지앤퀵 빗살 뿌리펌,7,69900,14035000,201,Saturday,Yes,No,0,2,2,-1.3,13.2,5.0,0.0,48,104.69,6:20:00,38,0,0,1,5
15077,2019-05-23 21:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,6026000,5,Thursday,No,No,12,2,1,12.8,29.0,20.9,0.0,50,105.05,21:20:00,128,1,0,0,3
2945,2019-02-01 21:00,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,17302000,12,Friday,No,No,0,2,0,-6.7,4.1,-1.3,0.0,32,104.69,21:00:00,126,9,0,0,4
32086,2019-11-06 1:40,20,보몽드 헤르만 착번아웃 극세사 침구세트 SS(슈퍼싱글),10,59900,3138000,53,Wednesday,No,No,0,2,2,5.5,18.6,11.3,0.0,34,104.87,1:40:00,10,11,0,0,2
22746,2019-08-05 14:20,20,NNF 쉬폰 썸머 앙상블세트,6,29000,35910000,1239,Monday,No,No,0,2,2,24.2,34.6,28.8,0.7,32,104.81,14:20:00,86,0,0,0,0
22466,2019-08-02 22:40,20,무이자 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),1,1669000,44115000,27,Friday,No,No,0,2,0,24.3,34.2,28.8,0.1,17,104.81,22:40:00,136,9,0,0,4
14352,2019-05-17 0:00,20,거미손 차량용 공기청정기,4,99800,5767000,58,Friday,No,No,0,2,2,15.0,27.3,21.3,1.7,37,105.05,0:00:00,0,115,0,0,4
35758,2019-12-14 9:40,20,월드컵 남성 방한 트레킹화 + 패딩슈즈 2종,8,39800,40412000,1016,Saturday,Yes,No,0,2,2,-0.1,9.0,4.0,0.4,29,105.12,9:40:00,58,44,0,1,5
5385,2019-02-25 15:00,20,더블유베일 캐시라이크 니트 4종,6,39900,17628000,442,Monday,No,No,0,2,2,0.8,12.8,6.0,0.0,50,104.69,15:00:00,90,36,0,0,0
9814,2019-04-08 6:20,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,15749000,264,Monday,No,No,0,2,2,5.1,19.1,11.8,0.0,34,104.87,6:20:00,38,107,0,0,0
30262,2019-10-17 20:40,20,(싱글사이즈)일월 순면 온열매트,4,78000,12959000,167,Thursday,No,No,0,2,2,9.5,19.9,14.0,0.0,26,105.46,20:40:00,124,69,0,0,3
23952,2019-08-16 15:00,20,한일 대용량 스텐 분쇄믹서기,9,109800,24422000,223,Friday,No,No,0,2,2,23.3,30.7,26.4,1.9,21,104.81,15:00:00,90,14,0,0,4
25567,2019-09-02 18:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,27157000,229,Monday,No,No,0,2,1,19.1,25.1,21.6,11.4,20,105.2,18:20:00,110,40,0,0,0
26492,2019-09-11 21:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,3820000,6,Wednesday,No,No,0,2,2,21.5,27.8,23.9,7.4,19,105.2,21:00:00,126,18,0,0,2
20685,2019-07-17 12:20,20,키친플라워 그린 후레쉬 세트,9,54800,25597000,468,Wednesday,No,No,0,2,2,20.7,28.8,24.4,3.7,26,104.56,12:20:00,74,0,0,0,2
32104,2019-11-06 10:20,30,일시불 송도순의 원터치 중탕기 홈쿠(시즌2),9,123000,12319000,101,Wednesday,No,No,10,2,1,5.5,18.6,11.3,0.0,34,104.87,10:20:00,62,0,0,0,2
12780,2019-05-04 14:20,20,뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),6,69900,14678000,210,Saturday,Yes,No,0,1,2,8.8,26.5,17.6,0.0,54,105.05,14:20:00,86,42,0,1,5
26582,2019-09-12 20:00,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트(앱할인),6,1590000,12311000,8,Thursday,No,Yes,12,2,2,18.6,23.5,20.8,5.6,12,105.2,20:00:00,120,99,1,0,3
25387,2019-08-31 21:20,20,현대어찬 손질갈치,3,36900,28860000,783,Saturday,Yes,No,0,2,2,17.6,28.5,22.6,0.0,16,104.81,21:20:00,128,83,0,1,5
17049,2019-06-11 21:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,599000,4447000,8,Tuesday,No,No,0,2,2,14.8,23.8,18.8,0.3,15,104.88,21:20:00,128,3,0,0,1
3658,2019-02-08 19:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,38370000,965,Friday,No,No,0,2,2,-5.9,3.2,-2.0,0.0,24,104.69,19:20:00,116,87,0,0,4
27347,2019-09-19 15:30,10,에버라스트 드로즈 10+4종,5,39900,11821000,297,Thursday,No,No,0,2,2,13.5,25.6,19.2,0.0,24,105.2,15:30:00,93,6,0,0,3
31133,2019-10-26 21:00,20,하림뼈없는양념닭발세트,3,39900,58216000,1460,Saturday,Yes,No,0,2,2,8.9,17.0,12.8,0.0,26,105.46,21:00:00,126,0,0,1,5
19894,2019-07-10 12:00,20,보몽드 샐비어 시어서커 리플 침구세트 K,10,69900,8297000,119,Wednesday,No,No,0,2,2,19.2,23.3,20.9,20.7,12,104.56,12:00:00,72,11,0,0,2
34947,2019-12-06 15:00,20,(싱글+싱글)일월 품안애 온수매트,4,198000,28020000,142,Friday,No,No,0,2,2,-7.7,2.3,-3.2,0.0,26,105.12,15:00:00,90,15,0,0,4
37363,2019-12-31 23:20,20,일시불쿠첸압력밥솥 6인용,9,148000,1664000,12,Tuesday,No,No,0,2,1,-6.7,0.4,-3.8,0.1,19,105.12,23:20:00,140,4,0,0,1
16961,2019-06-11 0:20,20,일)이누스바스 시공패키지,0,2835000,0,0,Tuesday,No,No,12,2,2,14.8,23.8,18.8,0.3,15,104.88,0:20:00,2,0,0,0,1
29404,2019-10-09 1:40,20,[가이거] 블랙 에디션 다이아몬드 워치(여성용),8,178000,17143000,97,Wednesday,No,Yes,0,2,2,6.8,21.2,13.3,0.0,24,105.46,1:40:00,10,107,1,0,2
8411,2019-03-27 7:20,20,오모떼 에어홀릭 브라팬티,5,79000,12348000,157,Wednesday,No,No,0,2,2,4.8,19.9,12.8,0.1,52,104.49,7:20:00,44,65,0,0,2
3084,2019-02-03 7:30,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,79900,46880000,587,Sunday,Yes,No,0,2,2,2.6,9.8,5.6,12.8,34,104.69,7:30:00,45,0,0,1,6
6261,2019-03-06 1:20,20,푸마 트렁크 블랙에디션 패키지,5,89000,424000,5,Wednesday,No,No,0,2,2,4.7,14.3,8.8,1.0,95,104.49,1:20:00,8,19,0,0,2
32785,2019-11-13 13:40,20,보몽드 카밀라 더블착번극세사 토퍼침구세트 K(킹),10,79900,5802000,73,Wednesday,No,No,0,2,2,3.7,13.9,8.9,2.8,30,104.87,13:40:00,82,11,0,0,2
154,2019-01-02 22:20,20,무이자 LG 울트라HD TV 70UK7400KNA,1,2990000,0,0,Wednesday,No,No,12,2,0,-7.0,3.2,-2.5,0.0,24,104.24,22:20:00,134,1,0,0,2
14374,2019-05-17 9:40,20,[안드레아바나]리얼카이만 악어 바디 숄더백,8,158000,20913000,133,Friday,No,No,0,2,2,15.0,27.3,21.3,1.7,37,105.05,9:40:00,58,29,0,0,4
12105,2019-04-28 13:20,20,무이자 쿠쿠전기밥솥 6인용,9,208000,5467000,27,Sunday,Yes,No,0,2,0,8.4,17.1,12.1,0.2,19,104.87,13:20:00,80,59,0,1,6
6995,2019-03-13 7:40,20,닥터 슈퍼 루테인,2,59900,42557000,711,Wednesday,No,No,0,2,2,-1.5,9.4,3.9,0.0,32,104.49,7:40:00,46,77,0,0,2
25368,2019-08-31 14:20,10,초특가)에버라스트 드로즈 10+4종,5,39900,16441000,413,Saturday,Yes,No,0,2,2,17.6,28.5,22.6,0.0,16,104.81,14:20:00,86,6,0,1,5
13064,2019-05-06 21:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1700000,3965000,3,Monday,No,Yes,12,2,1,8.3,20.3,14.0,0.1,37,105.05,21:00:00,126,1,1,0,0
34574,2019-12-02 21:00,20,(싱글사이즈)일월 품안애 온수매트,4,118000,18895000,161,Monday,No,No,0,2,2,0.2,6.8,3.6,0.2,20,105.12,21:00:00,126,15,0,0,0
2304,2019-01-25 14:20,20,크린조이 황사 방역마스크 소형 105매,4,59900,4153000,70,Friday,No,No,0,2,2,-5.1,5.5,-0.4,0.0,33,104.24,14:20:00,86,0,0,0,4
15890,2019-05-31 21:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,5214000,9,Friday,No,No,0,2,2,14.4,24.0,18.6,0.8,22,105.05,21:00:00,126,5,0,0,4
12696,2019-05-03 22:20,20,일시불 LG 울트라HD TV 75UK6200KNB,1,2800000,6513000,3,Friday,No,No,12,2,1,7.6,25.9,16.7,0.0,44,105.05,22:20:00,134,1,0,0,4
17566,2019-06-16 12:40,20,보몽드 샐비어 시어서커 리플 침구세트 Q,10,59900,27049000,452,Sunday,Yes,No,0,2,2,15.2,26.1,20.2,0.1,21,104.88,12:40:00,76,11,0,1,6
31176,2019-10-27 10:00,30,코치 시그니처 켈시 사첼백,8,239000,4454000,19,Sunday,Yes,No,0,2,2,5.4,17.4,10.7,0.0,30,105.46,10:00:00,60,56,0,1,6
16349,2019-06-05 10:00,20,벨레즈온 브라캡 심리스 원피스 패키지,5,49900,19224000,386,Wednesday,No,No,0,2,2,16.8,29.9,22.9,0.0,32,104.88,10:00:00,60,101,0,0,2
15785,2019-05-30 20:00,20,일시불 에지리 스텐큐브 프라이팬,9,171000,7671000,45,Thursday,No,No,11,2,1,12.7,27.6,20.5,0.1,34,105.05,20:00:00,120,41,0,0,3
8156,2019-03-24 16:30,30,K-SWISS 여성이너티셔츠5종,6,79900,10362000,130,Sunday,Yes,No,0,1,2,-2.1,11.3,4.7,0.0,24,104.49,16:30:00,99,46,0,1,6
29780,2019-10-12 16:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,62569000,1120,Saturday,Yes,No,0,2,2,13.5,23.4,18.0,0.0,25,105.46,16:20:00,98,26,0,1,5
35876,2019-12-15 11:20,20,(퀸+싱글)일월 품안애 온수매트,4,218000,6153000,29,Sunday,Yes,No,0,2,2,-1.5,12.4,4.7,0.0,28,105.12,11:20:00,68,15,0,1,6
6219,2019-03-05 20:20,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,6390000,44,Tuesday,No,No,0,2,1,1.2,14.4,8.2,0.0,120,104.49,20:20:00,122,4,0,0,1
3851,2019-02-10 12:40,20,일시불  린나이 자동불꽃조절 가스레인지 2구,9,209000,21445000,103,Sunday,Yes,No,0,2,1,-6.3,3.2,-1.4,0.0,29,104.69,12:40:00,76,12,0,1,6
29836,2019-10-13 11:40,20,참바다손질낙지100미+양념장+연포탕육수,3,44900,81987000,1826,Sunday,Yes,No,0,2,2,10.6,22.3,15.9,0.0,21,105.46,11:40:00,70,0,0,1,6
9622,2019-04-06 20:00,20,푸마 심리스 드로즈 블랙에디션 패키지,5,89000,46538000,523,Saturday,Yes,No,0,2,2,3.4,19.0,11.6,0.6,56,104.87,20:00:00,120,6,0,1,5
59,2019-01-02 0:00,20,그렉노먼 여성 캐시터치 터틀넥 4종,6,69900,6445000,93,Wednesday,No,No,0,1,2,-7.0,3.2,-2.5,0.0,24,104.24,0:00:00,0,0,0,0,2
4797,2019-02-19 22:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,6682000,6,Tuesday,No,No,12,2,1,0.6,5.7,2.9,16.3,24,104.69,22:00:00,132,1,0,0,1
28512,2019-09-30 22:00,20,일시불 LG 울트라HD TV 55UM7900BNA,1,1200000,0,0,Monday,No,No,12,2,1,16.4,28.2,21.6,0.1,35,105.2,22:00:00,132,1,0,0,0
14119,2019-05-14 23:20,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,7426000,6,Tuesday,No,No,0,2,1,13.9,26.6,19.8,0.0,37,105.05,23:20:00,140,13,0,0,1
22113,2019-07-30 12:00,20,한일 대용량 스텐 분쇄믹서기,9,109800,13568000,124,Tuesday,No,No,0,2,2,24.7,32.5,28.4,0.7,17,104.56,12:00:00,72,14,0,0,1
7764,2019-03-20 20:40,20,삭루츠 버켓 백(TQ18),8,52000,28292000,545,Wednesday,No,No,5,2,2,5.3,17.2,11.4,16.1,53,104.49,20:40:00,124,0,0,0,2
32739,2019-11-13 1:20,20,(일)이누스바스 시공패키지,0,2682000,0,0,Wednesday,No,No,12,2,2,3.7,13.9,8.9,2.8,30,104.87,1:20:00,8,0,0,0,2
26749,2019-09-14 12:40,20,무이자 삼성 파워모션 청소기 VC44M3150LB,1,169000,44548000,264,Saturday,Yes,Yes,0,2,0,17.4,27.5,22.3,0.1,15,105.2,12:40:00,76,96,1,1,5
13460,2019-05-10 1:00,20,뉴질랜드 초록입홍합 환 100%,2,99000,6202000,63,Friday,No,No,0,2,2,8.7,26.7,17.6,0.0,38,105.05,1:00:00,6,0,0,0,4
20767,2019-07-17 22:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1920000,17365000,10,Wednesday,No,No,12,2,0,20.7,28.8,24.4,3.7,26,104.56,22:40:00,136,1,0,0,2
16612,2019-06-07 20:00,20,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2209000,10719000,5,Friday,No,No,0,2,1,16.6,21.2,18.6,24.2,16,104.88,20:00:00,120,7,0,0,4
6119,2019-03-04 22:20,20,(무) 삼익가구 LED 제니비 서랍형 침대 SS,0,549000,0,0,Monday,No,No,0,2,2,3.9,15.2,8.8,0.0,89,104.49,22:20:00,134,3,0,0,0
23822,2019-08-15 10:30,30,[루이띠에] 18k 인피니티 러브 귀걸이,8,370000,7155000,20,Thursday,No,Yes,12,2,2,24.2,29.1,26.1,15.8,14,104.81,10:30:00,63,0,1,0,3
23781,2019-08-15 1:00,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,3036000,7,Thursday,No,Yes,12,2,1,24.2,29.1,26.1,15.8,14,104.81,1:00:00,6,0,1,0,3
33444,2019-11-20 18:20,20,안동간고등어 20팩,3,30900,47350000,1533,Wednesday,No,No,0,2,2,-2.1,8.9,2.6,0.0,22,104.87,18:20:00,110,17,0,0,2
24644,2019-08-23 7:20,20,노송가구 제이드 비취 꽃상감 교자상(900),4,74000,13285000,180,Friday,No,No,9,2,2,20.8,29.5,24.7,0.0,28,104.81,7:20:00,44,0,0,0,4
19955,2019-07-10 23:20,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,3519000,6,Wednesday,No,No,0,2,2,19.2,23.3,20.9,20.7,12,104.56,23:20:00,140,8,0,0,2
1719,2019-01-19 19:00,20,컬럼비아 옴니위크 머슬 언더셔츠 6종,5,79000,3321000,43,Saturday,Yes,No,0,2,2,-2.7,9.3,2.9,0.2,56,104.24,19:00:00,114,54,0,1,5
13487,2019-05-10 10:00,20,무이자 쿠쿠전기밥솥 6인용,9,208000,4700000,23,Friday,No,No,0,2,0,8.7,26.7,17.6,0.0,38,105.05,10:00:00,60,59,0,0,4
13219,2019-05-08 0:20,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,0,0,Wednesday,No,No,12,2,1,7.2,22.9,15.7,0.0,38,105.05,0:20:00,2,0,0,0,2
36023,2019-12-16 18:00,20,하림뼈없는양념닭발세트,3,39900,44475000,1115,Monday,No,No,0,2,2,1.0,14.1,7.1,0.0,28,105.12,18:00:00,108,0,0,0,0
11804,2019-04-25 18:40,20,일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,7993000,55,Thursday,No,No,0,2,1,10.2,17.0,13.5,4.5,38,104.87,18:40:00,112,4,0,0,3
18266,2019-06-23 23:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1200000,18756000,16,Sunday,Yes,No,12,2,1,16.4,27.3,21.6,0.3,17,104.88,23:00:00,138,1,0,1,6
4325,2019-02-15 15:40,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,57812000,644,Friday,No,No,0,2,2,-1.5,6.0,2.0,0.4,33,104.69,15:40:00,94,21,0,0,4
34319,2019-11-30 11:20,20,무이자 클란츠 멀티쿡,9,64800,20876000,323,Saturday,Yes,No,0,2,0,-1.5,12.7,5.4,0.1,27,104.87,11:20:00,68,0,0,1,5
32493,2019-11-10 10:00,20,트레스패스 여성 에어 워킹화 + 러닝화 2종,8,39800,35802000,900,Sunday,Yes,No,0,2,2,3.0,15.8,9.4,8.5,28,104.87,10:00:00,60,100,0,1,6
23832,2019-08-15 13:40,20,소들녘 소 갈비탕 10팩,3,50900,58132000,1143,Thursday,No,Yes,0,2,2,24.2,29.1,26.1,15.8,14,104.81,13:40:00,82,82,1,0,3
5375,2019-02-25 12:40,20,무이자 쿠쿠전기밥솥 10인용,9,218000,14991000,69,Monday,No,No,0,2,0,0.8,12.8,6.0,0.0,50,104.69,12:40:00,76,59,0,0,0
33930,2019-11-26 6:00,20,히트융 극세사 퍼융기모 여성 동내의 패키지,5,69900,12636000,181,Tuesday,No,No,0,2,2,2.6,13.5,7.7,0.5,21,104.87,6:00:00,36,0,0,0,1
26316,2019-09-10 12:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,22609000,405,Tuesday,No,No,0,2,2,22.5,29.6,25.4,15.3,22,105.2,12:20:00,74,26,0,0,1
19325,2019-07-04 21:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,13111000,21,Thursday,No,No,0,2,2,18.4,31.2,24.4,0.0,27,104.56,21:00:00,126,18,0,0,3
19432,2019-07-05 20:20,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,18354000,110,Friday,No,No,0,2,1,19.1,32.0,25.1,0.0,29,104.56,20:20:00,122,4,0,0,4
4037,2019-02-12 20:40,20,국내산 손질갑오징어 8팩,3,49900,71281000,1429,Tuesday,No,No,0,2,2,-6.0,6.0,0.1,0.0,45,104.69,20:40:00,124,98,0,0,1
10996,2019-04-18 11:40,20,삭루츠 토트백(TQ35),8,48000,14507000,303,Thursday,No,No,0,2,2,8.4,21.6,15.3,0.0,30,104.87,11:40:00,70,30,0,0,3
9131,2019-04-02 17:00,20,멋진밥상 흥양농협 쌀 20kg,3,59900,52015000,869,Tuesday,No,No,0,2,2,-0.4,13.4,6.7,0.0,25,104.87,17:00:00,102,39,0,0,1
34548,2019-12-02 18:20,20,구스터 티포트 1세트,9,39900,15380000,386,Monday,No,No,0,2,2,0.2,6.8,3.6,0.2,20,105.12,18:20:00,110,0,0,0,0
17380,2019-06-15 1:30,30,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,6,69000,14614000,212,Saturday,Yes,No,0,0,2,16.1,26.4,20.4,3.8,25,104.88,1:30:00,9,0,0,1,5
30734,2019-10-22 17:20,20,하림뼈없는양념닭발세트,3,39900,47073000,1180,Tuesday,No,No,0,2,2,10.3,22.9,15.9,0.0,24,105.46,17:20:00,104,0,0,0,1
15774,2019-05-30 16:40,20,AAB의 소곱창전골 800g x 8팩,3,55900,65019000,1164,Thursday,No,No,0,2,2,12.7,27.6,20.5,0.1,34,105.05,16:40:00,100,26,0,0,3
18716,2019-06-29 0:20,20,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),6,69900,12124000,174,Saturday,Yes,No,0,1,2,19.9,24.1,21.6,31.7,20,104.88,0:20:00,2,42,0,1,5
10012,2019-04-10 0:20,20,크로커다일 감탄 레이스 브라렛 패키지,5,89900,21351000,238,Wednesday,No,No,0,2,2,4.5,9.9,7.2,8.5,15,104.87,0:20:00,2,65,0,0,2
14729,2019-05-20 20:20,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,799000,1596000,2,Monday,No,No,0,2,2,11.9,21.0,17.0,1.7,30,105.05,20:20:00,122,8,0,0,0
4856,2019-02-20 13:00,30,락앤락 비스프리 온더테이블 밀폐용기세트,9,64800,29726000,459,Wednesday,No,No,0,2,2,-0.5,7.0,2.8,0.0,42,104.69,13:00:00,78,58,0,0,2
14222,2019-05-15 22:00,20,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1,1899000,3472000,2,Wednesday,No,No,0,2,1,14.3,27.3,20.3,0.0,42,105.05,22:00:00,132,7,0,0,2
10716,2019-04-15 23:20,20,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,6,79000,13866000,176,Monday,No,No,0,1,2,2.3,19.6,11.1,0.0,46,104.87,23:20:00,140,0,0,0,0
6506,2019-03-08 13:40,20,바다먹자 국내산 손질꽃게 7팩,3,59900,44393000,742,Friday,No,No,0,2,2,-1.3,14.5,6.1,0.0,36,104.49,13:40:00,82,104,0,0,4
23288,2019-08-10 16:40,20,임성근의 녹용도가니탕 풀세트,3,55900,67364000,1206,Saturday,Yes,No,0,2,2,24.5,33.4,28.6,0.0,23,104.81,16:40:00,100,47,0,1,5
192,2019-01-03 12:20,20,(직매입) 종근당건강 아이클리어 루테인,2,69000,24779000,360,Thursday,No,No,0,2,2,-7.7,5.0,-2.1,0.0,25,104.24,12:20:00,74,77,0,0,3
22365,2019-08-01 22:40,20,(일)[보루네오] 피올레 천연소가죽 소파 6인용,0,1199000,6123000,6,Thursday,No,No,0,2,2,24.6,33.1,28.4,3.4,15,104.81,22:40:00,136,8,0,0,3
12161,2019-04-28 23:00,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2500000,6223000,3,Sunday,Yes,No,12,2,1,8.4,17.1,12.1,0.2,19,104.87,23:00:00,138,1,0,1,6
4202,2019-02-14 10:20,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,289000,2865000,10,Thursday,No,No,0,2,0,-3.7,6.5,0.6,0.1,33,104.69,10:20:00,62,12,0,0,3
34341,2019-11-30 18:20,20,(퀸+싱글)일월 품안애 온수매트,4,218000,9125000,42,Saturday,Yes,No,0,2,2,-1.5,12.7,5.4,0.1,27,104.87,18:20:00,110,15,0,1,5
30261,2019-10-17 20:40,20,(더블사이즈)일월 순면 온열매트,4,98000,12981000,133,Thursday,No,No,0,2,2,9.5,19.9,14.0,0.0,26,105.46,20:40:00,124,69,0,0,3
16338,2019-06-05 6:00,30,락앤락 비스프리 온더테이블 밀폐용기세트,9,64800,18842000,291,Wednesday,No,No,0,2,2,16.8,29.9,22.9,0.0,32,104.88,6:00:00,36,58,0,0,2
18148,2019-06-22 22:20,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,1498000,2,Saturday,Yes,No,0,2,0,17.4,27.1,21.7,1.0,19,104.88,22:20:00,134,22,0,1,5
15699,2019-05-29 20:20,20,아가타 썸머 샌들세트,8,59000,42448000,720,Wednesday,No,No,0,2,2,11.1,27.4,19.7,0.0,33,105.05,20:20:00,122,68,0,0,2
3049,2019-02-02 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1900000,4908000,3,Saturday,Yes,No,12,2,1,-4.8,8.5,2.1,0.0,46,104.69,22:00:00,132,1,0,1,5
26179,2019-09-08 19:00,20,19년 멋진밥상 흥양농협 햅쌀 20kg,3,63900,42213000,661,Sunday,Yes,No,0,2,2,21.8,28.5,24.6,0.8,24,105.2,19:00:00,114,76,0,1,6
8155,2019-03-24 16:30,30,K-SWISS 남성이너티셔츠5종,6,79900,13127000,165,Sunday,Yes,No,0,0,2,-2.1,11.3,4.7,0.0,24,104.49,16:30:00,99,46,0,1,6
13073,2019-05-06 21:20,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1930000,13415000,7,Monday,No,Yes,12,2,0,8.3,20.3,14.0,0.1,37,105.05,21:20:00,128,1,1,0,0
8090,2019-03-23 22:20,20,K-SWISS 남성에어핏트랙수트,6,119000,7835000,66,Saturday,Yes,No,0,0,2,-0.3,10.3,4.2,1.4,24,104.49,22:20:00,134,0,0,1,5
26782,2019-09-14 20:20,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,0,0,Saturday,Yes,Yes,0,2,2,17.4,27.5,22.3,0.1,15,105.2,20:20:00,122,8,1,1,5
13835,2019-05-12 22:00,20,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2209000,19966000,10,Sunday,Yes,Yes,0,2,1,11.1,26.0,18.4,0.0,36,105.05,22:00:00,132,7,1,1,6
11656,2019-04-24 7:00,20,K-SWISS 여성에어핏트랙수트,6,89000,5474000,62,Wednesday,No,No,0,1,2,14.2,22.0,17.3,6.9,27,104.87,7:00:00,42,0,0,0,2
33369,2019-11-19 19:40,20,무이자 클란츠 멀티쿡,9,64800,20658000,319,Tuesday,No,No,0,2,0,0.6,7.0,3.7,0.1,27,104.87,19:40:00,118,0,0,0,1
12094,2019-04-28 11:40,20,삭루츠 토트백(TQ35),8,48000,15822000,330,Sunday,Yes,No,0,2,2,8.4,17.1,12.1,0.2,19,104.87,11:40:00,70,30,0,1,6
36727,2019-12-24 14:20,20,실크테라피 오리지널 에센스 패키지,7,69900,26749000,383,Tuesday,No,No,0,2,2,-2.0,9.0,2.1,0.0,36,105.12,14:20:00,86,0,0,0,1
9469,2019-04-05 11:40,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,8355000,47,Friday,No,No,0,2,0,5.2,19.0,11.7,0.0,74,104.87,11:40:00,70,4,0,0,4
28759,2019-10-03 9:00,20,[VONIN]보닌 남성기초세트,7,54000,58212000,1078,Thursday,No,Yes,5,2,2,18.7,26.3,22.0,28.9,20,105.46,9:00:00,54,87,1,0,3
8996,2019-04-01 18:00,20,해피콜  IH 진공 스텐 냄비 에디션,9,119000,16507000,139,Monday,No,No,0,2,2,-0.1,11.4,5.7,0.0,23,104.87,18:00:00,108,0,0,0,0
10251,2019-04-12 1:20,20,김병지 거미손 풀확장 일체형 코일카매트,4,61800,10936000,177,Friday,No,No,0,2,2,4.1,17.7,10.7,0.1,31,104.87,1:20:00,8,0,0,0,4
5265,2019-02-24 15:00,20,해피콜  IH 진공 스텐 냄비 에디션,9,119000,16386000,138,Sunday,Yes,No,0,2,2,-1.5,14.3,6.1,0.0,44,104.69,15:00:00,90,0,0,1,6
8662,2019-03-29 21:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,1430000,10950000,8,Friday,No,No,12,2,0,5.0,17.0,10.6,0.0,33,104.49,21:20:00,128,1,0,0,4
26171,2019-09-08 16:20,20,궁중 손질새우 200미 + 동태포 400g,3,43900,26268000,599,Sunday,Yes,No,0,2,2,21.8,28.5,24.6,0.8,24,105.2,16:20:00,98,90,0,1,6
19242,2019-07-03 21:40,20,무이자 LG 울트라HD TV 75UK6200KNB,1,2990000,0,0,Wednesday,No,No,12,2,0,18.4,28.5,23.1,0.0,25,104.56,21:40:00,130,1,0,0,2
