,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
20527,2019-07-15 22:20,20,(무)[보루네오] 피올레 천연소가죽 소파 3인용,0,749000,1911000,3,Monday,No,No,0,2,2,20.6,27.1,23.2,8.8,27,104.56,22:20:00,134,8,0,0,0
23805,2019-08-15 8:30,30,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,4,159000,57939000,365,Thursday,No,Yes,0,2,1,24.2,29.1,26.1,15.8,14,104.81,8:30:00,51,80,1,0,3
24083,2019-08-17 22:20,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,6374000,6,Saturday,Yes,No,0,2,2,22.0,31.0,26.2,2.1,28,104.81,22:20:00,134,8,0,1,5
768,2019-01-09 15:40,20,한일 대용량 스텐 분쇄믹서기,9,109800,55902000,510,Wednesday,No,No,0,2,2,-8.0,2.9,-2.9,0.0,34,104.24,15:40:00,94,14,0,0,2
27396,2019-09-20 6:20,20,[1세트] 중외신약 빠르카 통증패치,4,39900,2381000,60,Friday,No,No,0,2,2,15.0,23.7,19.3,0.0,20,105.2,6:20:00,38,0,0,0,4
33256,2019-11-18 17:20,20,강원도양구 간편시래기15팩,3,30900,67327000,2179,Monday,No,No,0,2,2,3.4,16.4,8.7,11.6,54,104.87,17:20:00,104,0,0,0,0
6906,2019-03-12 12:00,20,아키 풀커버 라이크라 레이스 패키지(106차),5,89900,20618000,230,Tuesday,No,No,0,2,2,0.9,11.9,5.8,0.9,51,104.49,12:00:00,72,0,0,0,1
5225,2019-02-24 8:30,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,79900,68010000,852,Sunday,Yes,No,0,2,2,-1.5,14.3,6.1,0.0,44,104.69,8:30:00,51,0,0,1,6
23549,2019-08-12 22:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,649000,3247000,6,Monday,No,No,0,2,2,25.3,31.0,27.7,15.5,21,104.81,22:20:00,134,3,0,0,0
16121,2019-06-03 0:20,20,(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(2.2m),0,1079100,0,0,Monday,No,No,0,2,2,14.0,29.7,22.0,0.0,35,104.88,0:20:00,2,0,0,0,0
23233,2019-08-10 6:00,20,실크트리 풍기인견 썸머 풀코디 이지웨어세트,5,44000,12034000,274,Saturday,Yes,No,4,2,2,24.5,33.4,28.6,0.0,23,104.81,6:00:00,36,0,0,1,5
4056,2019-02-12 22:00,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,23590000,239,Tuesday,No,No,0,2,2,-6.0,6.0,0.1,0.0,45,104.69,22:00:00,132,73,0,0,1
20442,2019-07-15 8:00,30,프라다 듀엣 선글라스,8,348000,7959000,23,Monday,No,No,0,2,2,20.6,27.1,23.2,8.8,27,104.56,8:00:00,48,27,0,0,0
9062,2019-04-02 0:00,20,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),1,1989000,0,0,Tuesday,No,No,0,2,0,-0.4,13.4,6.7,0.0,25,104.87,0:00:00,0,7,0,0,1
10929,2019-04-17 21:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1700000,54569000,33,Wednesday,No,No,12,2,1,8.7,23.0,15.5,0.5,34,104.87,21:40:00,130,1,0,0,2
12742,2019-05-04 9:00,20,무이자 LG 울트라HD TV 70UK7400KNA,1,2790000,0,0,Saturday,Yes,No,12,2,0,8.8,26.5,17.6,0.0,54,105.05,9:00:00,54,1,0,1,5
2596,2019-01-28 22:40,20,일시불 쿠쿠전기밥솥 10인용,9,208000,28864000,139,Monday,No,No,0,2,1,-2.6,7.2,2.6,0.2,57,104.24,22:40:00,136,59,0,0,0
21554,2019-07-24 20:00,30,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,8,1720000,0,0,Wednesday,No,No,12,2,2,24.8,29.7,26.8,0.5,19,104.56,20:00:00,120,49,0,0,2
16446,2019-06-06 1:20,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,12155000,28,Thursday,No,Yes,12,2,1,16.9,26.9,21.1,20.7,39,104.88,1:20:00,8,0,1,0,3
8192,2019-03-24 22:20,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,0,0,Sunday,Yes,No,12,2,1,-2.1,11.3,4.7,0.0,24,104.49,22:20:00,134,0,0,1,6
26865,2019-09-15 14:00,20,코치 플라이트백,8,169000,3165000,19,Sunday,Yes,No,0,2,2,19.7,28.8,23.4,0.4,16,105.2,14:00:00,84,0,0,1,6
34567,2019-12-02 20:40,20,(퀸사이즈)일월 품안애 온수매트,4,148000,7823000,53,Monday,No,No,0,2,2,0.2,6.8,3.6,0.2,20,105.12,20:40:00,124,15,0,0,0
36406,2019-12-20 18:40,20,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),7,39800,46720000,1174,Friday,No,No,0,2,2,-3.0,5.4,1.0,0.1,26,105.12,18:40:00,112,87,0,0,4
13923,2019-05-13 17:40,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,21286000,127,Monday,No,No,0,2,1,11.4,24.5,17.9,0.0,38,105.05,17:40:00,106,4,0,0,0
22978,2019-08-07 19:00,20,해피콜  IH 진공 스텐 냄비 에디션,9,119000,4891000,42,Wednesday,No,No,0,2,2,23.8,32.1,27.2,14.7,27,104.81,19:00:00,114,0,0,0,2
10274,2019-04-12 10:00,20,무이자 쿠쿠전기밥솥 6인용,9,208000,1596000,8,Friday,No,No,0,2,0,4.1,17.7,10.7,0.1,31,104.87,10:00:00,60,59,0,0,4
36100,2019-12-17 16:00,20,[통영바다의보물] 국내산 냉동 참굴 200g x (10팩+2팩),3,39900,49197000,1234,Tuesday,No,No,0,2,2,3.9,12.5,8.3,2.2,25,105.12,16:00:00,96,0,0,0,1
31288,2019-10-28 19:40,20,스팀큐다리미,4,59800,66219000,1108,Monday,No,No,0,2,2,4.5,18.5,11.5,0.3,33,105.46,19:40:00,118,0,0,0,0
19459,2019-07-06 6:20,20,메이듀 코튼 티블라우스 5종,6,39900,15616000,392,Saturday,Yes,No,0,2,2,19.0,31.3,25.1,0.0,28,104.56,6:20:00,38,0,0,1,5
28866,2019-10-04 0:00,20,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(마스카라),7,39900,25557000,641,Friday,No,No,0,2,2,17.1,26.9,21.2,0.3,30,105.46,0:00:00,0,0,0,0,4
33901,2019-11-25 20:00,20,[K-SWISS] 19F/W 남성 웜테크 벤치코트,6,79900,33207000,416,Monday,No,No,0,0,2,3.3,10.6,5.9,3.5,21,104.87,20:00:00,120,67,0,0,0
18978,2019-07-01 17:00,20,사용불가미리구운 자연산 바다장어 9팩,3,49900,21384000,429,Monday,No,No,0,2,2,19.9,26.9,23.2,0.4,27,104.56,17:00:00,102,118,0,0,0
26210,2019-09-08 23:40,20,캐치온 수퍼나인 블랙박스(2CH),4,169000,47762000,283,Sunday,Yes,No,0,2,2,21.8,28.5,24.6,0.8,24,105.2,23:40:00,142,0,0,1,6
26404,2019-09-10 23:20,20,무이자 LG 통돌이 세탁기,1,489000,17180000,36,Tuesday,No,No,0,2,0,22.5,29.6,25.4,15.3,22,105.2,23:20:00,140,10,0,0,1
12580,2019-05-03 0:40,10,초특가)에버라스트 드로즈 10+4종,5,39900,35784000,897,Friday,No,No,0,2,2,7.6,25.9,16.7,0.0,44,105.05,0:40:00,4,6,0,0,4
35655,2019-12-13 8:20,20,(퀸사이즈)일월 품안애 온수매트,4,148000,3785000,26,Friday,No,No,0,2,2,-4.6,8.1,1.6,0.1,24,105.12,8:20:00,50,15,0,0,4
11635,2019-04-24 1:20,20,(무)[한샘] 호텔식 레일 암막커튼 세트(특대형),10,219000,663000,4,Wednesday,No,No,0,2,2,14.2,22.0,17.3,6.9,27,104.87,1:20:00,8,0,0,0,2
35847,2019-12-15 7:20,20,(일)장수흙침대 퀸,0,1320000,0,0,Sunday,Yes,No,12,2,2,-1.5,12.4,4.7,0.0,28,105.12,7:20:00,44,3,0,1,6
34595,2019-12-03 0:00,20,일시불쿠첸압력밥솥 6인용,9,148000,17641000,120,Tuesday,No,No,0,2,1,-2.7,6.8,2.4,0.5,20,105.12,0:00:00,0,4,0,0,1
9213,2019-04-03 10:00,20,로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,5,59900,11747000,197,Wednesday,No,No,0,2,2,-0.4,14.5,7.4,0.0,29,104.87,10:00:00,60,65,0,0,2
27828,2019-09-23 20:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,42383000,32,Monday,No,No,0,2,1,14.4,22.5,18.1,0.4,15,105.2,20:40:00,124,9,0,0,0
188,2019-01-03 11:00,20,보코 리버시블 무스탕,6,79000,16785000,213,Thursday,No,No,0,2,2,-7.7,5.0,-2.1,0.0,25,104.24,11:00:00,66,0,0,0,3
26709,2019-09-13 22:40,10,[페플럼제이] 19Fall' 시그니처 수트+베스트 컬렉션 3종 set,6,109000,23266000,214,Friday,No,Yes,0,2,2,17.1,27.4,21.7,0.0,14,105.2,22:40:00,136,84,1,0,4
829,2019-01-10 11:40,20,(직매입) 종근당건강 아이클리어 루테인,2,69000,42357000,614,Thursday,No,No,0,2,2,-3.4,5.1,0.5,0.0,33,104.24,11:40:00,70,77,0,0,3
13013,2019-05-06 12:40,20,K-SWISS 여성PK티셔츠4종,6,69900,17635000,253,Monday,No,Yes,0,1,2,8.3,20.3,14.0,0.1,37,105.05,12:40:00,76,46,1,0,0
18605,2019-06-27 21:00,20,푸마 언더셔츠 7종 패키지(1-1차),5,79000,24530000,311,Thursday,No,No,0,2,2,20.6,28.8,23.8,12.0,20,104.88,21:00:00,126,54,0,0,3
7214,2019-03-15 7:00,20,삭루츠 크로스바디 백(TQ12),8,44000,7490000,171,Friday,No,No,4,2,2,1.0,12.3,5.8,3.3,32,104.49,7:00:00,42,0,0,0,4
19729,2019-07-08 21:40,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,549000,5533000,11,Monday,No,No,0,2,2,18.9,27.3,22.6,0.5,15,104.56,21:40:00,130,3,0,0,0
15006,2019-05-23 8:00,20,NNF 와이드데님팬츠 2종,6,39900,28605000,717,Thursday,No,No,0,2,2,12.8,29.0,20.9,0.0,50,105.05,8:00:00,48,42,0,0,3
28079,2019-09-26 13:00,20,트레스패스 여성 에어 워킹화 + 러닝화 2종,8,39800,6182000,156,Thursday,No,No,0,2,2,16.0,26.2,20.4,0.0,25,105.2,13:00:00,78,100,0,0,3
29954,2019-10-14 19:10,10,에버라스트 드로즈 10+4종,5,39900,14970000,376,Monday,No,No,0,2,2,9.3,21.3,14.7,3.4,24,105.46,19:10:00,115,6,0,0,0
4031,2019-02-12 19:20,20,일시불 LG 통돌이 세탁기,1,439000,24161000,56,Tuesday,No,No,0,2,1,-6.0,6.0,0.1,0.0,45,104.69,19:20:00,116,10,0,0,1
33657,2019-11-22 17:00,20,(점보특대형)일월 에너지세이브 카페트매트,4,198000,12410000,63,Friday,No,No,0,2,2,2.8,17.3,9.3,0.0,31,104.87,17:00:00,102,111,0,0,4
34352,2019-11-30 19:00,20,(퀸+퀸)일월 품안애 온수매트,4,248000,21484000,87,Saturday,Yes,No,0,2,2,-1.5,12.7,5.4,0.1,27,104.87,19:00:00,114,15,0,1,5
1459,2019-01-16 20:20,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,28946000,21,Wednesday,No,No,0,2,1,-7.9,1.7,-3.2,0.0,36,104.24,20:20:00,122,9,0,0,2
3149,2019-02-03 20:20,20,카파 발란스테크 브라팬티 12세트,5,119000,25556000,215,Sunday,Yes,No,0,2,2,2.6,9.8,5.6,12.8,34,104.69,20:20:00,122,65,0,1,6
20487,2019-07-15 15:00,20,보몽드 엘사 자수 쿨 시어서커 침구세트 SS,10,59900,6477000,109,Monday,No,No,0,2,2,20.6,27.1,23.2,8.8,27,104.56,15:00:00,90,11,0,0,0
19041,2019-07-02 1:00,20,헤드 파이로라이트 드로즈 10종 패키지,5,69000,10629000,155,Tuesday,No,No,0,2,2,18.5,29.2,23.4,0.0,24,104.56,1:00:00,6,6,0,0,1
17104,2019-06-12 9:40,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,53172000,447,Wednesday,No,No,0,2,1,14.3,25.9,19.7,0.0,22,104.88,9:40:00,58,40,0,0,2
13761,2019-05-12 11:20,20,일시불 대우전자 벽걸이 에어컨 DOZ-S06JK,1,509000,13513000,27,Sunday,Yes,Yes,0,2,1,11.1,26.0,18.4,0.0,36,105.05,11:20:00,68,7,1,1,6
22024,2019-07-29 13:20,20,레노마 우/양산 2종세트,8,54900,28556000,521,Monday,No,No,0,2,2,24.3,32.1,27.8,0.1,15,104.56,13:20:00,80,0,0,0,0
4761,2019-02-19 16:00,20,국내산 손질갑오징어 8팩,3,49900,41580000,834,Tuesday,No,No,0,2,2,0.6,5.7,2.9,16.3,24,104.69,16:00:00,96,98,0,0,1
28569,2019-10-01 11:20,20,(무이자) 라니 퍼니쿡 그릴 풀세트,9,139000,9625000,70,Tuesday,No,No,0,2,0,18.4,24.9,21.5,9.4,32,105.46,11:20:00,68,0,0,0,1
14320,2019-05-16 21:40,20,(일)[보루네오] 피올레 천연소가죽 소파 6인용,0,1299000,2561000,2,Thursday,No,No,0,2,2,14.6,28.9,21.4,0.0,43,105.05,21:40:00,130,8,0,0,3
20033,2019-07-11 14:30,10,초특가)에버라스트 드로즈 10+4종,5,39900,21671000,544,Thursday,No,No,0,2,2,19.7,25.6,22.2,8.5,12,104.56,14:30:00,87,6,0,0,3
14890,2019-05-21 22:20,20,무이자 LG 울트라HD TV 75UK6200KNB,1,3090000,7208000,3,Tuesday,No,No,12,2,0,9.0,24.2,17.0,0.0,38,105.05,22:20:00,134,1,0,0,1
30853,2019-10-23 16:00,20,정직한 농부의 석류,2,59900,28649000,479,Wednesday,No,No,0,2,2,12.1,20.0,16.0,0.1,25,105.46,16:00:00,96,63,0,0,2
4420,2019-02-16 10:00,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,0,0,Saturday,Yes,No,0,2,0,-3.5,3.3,-0.3,0.1,44,104.69,10:00:00,60,13,0,1,5
7573,2019-03-18 23:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1930000,14753000,8,Monday,No,No,12,2,0,-0.7,15.0,7.5,0.0,29,104.49,23:40:00,142,1,0,0,0
29640,2019-10-11 8:00,30,[루이띠에] 순금 13g 신디스틱 목걸이,8,1670000,7635000,5,Friday,No,No,12,2,2,11.9,24.8,17.9,0.0,28,105.46,8:00:00,48,49,0,0,4
2549,2019-01-28 10:00,30,로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬,5,89900,32285000,360,Monday,No,No,0,2,2,-2.6,7.2,2.6,0.2,57,104.24,10:00:00,60,0,0,0,0
14433,2019-05-17 22:40,20,일시불 대우전자 벽걸이 에어컨TDOZ-S10JK,1,809000,13255000,17,Friday,No,No,0,2,1,15.0,27.3,21.3,1.7,37,105.05,22:40:00,136,7,0,0,4
23349,2019-08-11 11:00,20,프라다 테스토 크로스백,8,790000,3344000,5,Sunday,Yes,No,12,2,2,24.8,32.3,28.3,8.0,20,104.81,11:00:00,66,28,0,1,6
24077,2019-08-17 22:00,20,무이자 LG 울트라HD TV 75UK7400KNA,1,3190000,0,0,Saturday,Yes,No,12,2,0,22.0,31.0,26.2,2.1,28,104.81,22:00:00,132,1,0,1,5
13878,2019-05-13 8:00,20,2019년형 글라스락 퍼플클래식 유리밀폐용기 1+1세트(16조+4조),9,78000,10758000,138,Monday,No,No,0,2,2,11.4,24.5,17.9,0.0,38,105.05,8:00:00,48,0,0,0,0
15333,2019-05-26 1:20,20,영산포숙성 홍어8팩+무침3통,3,40900,14889000,365,Sunday,Yes,No,0,2,2,16.4,30.1,23.2,0.1,35,105.05,1:20:00,8,0,0,1,6
7656,2019-03-19 20:20,20,무이자 쿠쿠전기밥솥 10인용,9,218000,18510000,85,Tuesday,No,No,0,2,0,2.2,19.0,10.7,0.0,40,104.49,20:20:00,122,59,0,0,1
31365,2019-10-29 13:30,30,코치 라일라 더블 크로스백,8,219000,4035000,19,Tuesday,No,No,0,2,2,8.0,18.8,13.2,0.7,65,105.46,13:30:00,81,28,0,0,1
29117,2019-10-06 10:40,20,젠트웰 남성 니트점퍼세트,6,49000,36579000,747,Sunday,Yes,No,0,0,2,13.4,21.8,17.3,0.0,16,105.46,10:40:00,64,36,0,1,6
1412,2019-01-16 10:20,20,(도냄)무이자 쿠쿠전기밥솥 6인용,9,208000,3006000,15,Wednesday,No,No,0,2,0,-7.9,1.7,-3.2,0.0,36,104.24,10:20:00,62,59,0,0,2
93,2019-01-02 12:00,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,238000,10107000,43,Wednesday,No,No,0,2,0,-7.0,3.2,-2.5,0.0,24,104.24,12:00:00,72,12,0,0,2
2621,2019-01-29 8:40,20,하늘내린 용대리황태10미,3,32900,38182000,1161,Tuesday,No,No,0,2,2,-6.5,8.1,0.0,0.0,57,104.24,8:40:00,52,0,0,0,1
26776,2019-09-14 19:00,20,ALL New 파워스윙 물걸레 진공청소기,4,268000,58719000,220,Saturday,Yes,Yes,0,2,2,17.4,27.5,22.3,0.1,15,105.2,19:00:00,114,97,1,1,5
15480,2019-05-27 13:00,30,효재 자수 광목 워싱 침구세트 킹,10,169000,15872000,94,Monday,No,No,0,2,2,15.4,22.1,18.6,22.9,21,105.05,13:00:00,78,11,0,0,0
17178,2019-06-13 0:20,20,디비노 선글라스 세트,4,44800,34202000,764,Thursday,No,No,0,2,2,14.7,28.0,21.2,0.0,23,104.88,0:20:00,2,27,0,0,3
35969,2019-12-16 7:20,20,스튜디오럭스 터틀넥니트3종,6,59900,11116000,186,Monday,No,No,0,2,2,1.0,14.1,7.1,0.0,28,105.12,7:20:00,44,36,0,0,0
486,2019-01-06 16:40,20,소들녘 소 갈비탕,3,50900,87413000,1718,Sunday,Yes,No,0,2,2,-6.1,5.7,-1.3,0.0,31,104.24,16:40:00,100,82,0,1,6
3895,2019-02-10 22:20,20,일시불 삼성 UHD 국민TV UN55NU7010FXKR,1,1000000,18714000,19,Sunday,Yes,No,12,2,1,-6.3,3.2,-1.4,0.0,29,104.69,22:20:00,134,1,0,1,6
27740,2019-09-22 23:00,30,(일)보루네오 델라 원목 베드룸 세트1(프레임+매트리스+화장대+협탁),0,1349000,6640000,5,Sunday,Yes,No,0,2,2,16.1,19.1,17.5,65.1,16,105.2,23:00:00,138,0,0,1,6
30996,2019-10-24 23:20,20,리앤 헤링본 러그 카페트 점보특대형,10,69900,12886000,185,Thursday,No,No,0,2,2,13.6,22.1,17.4,2.3,26,105.46,23:20:00,140,111,0,0,3
9099,2019-04-02 10:20,20,바로바로 무선청소기,4,89000,28245000,318,Tuesday,No,No,0,2,2,-0.4,13.4,6.7,0.0,25,104.87,10:20:00,62,96,0,0,1
8935,2019-03-31 23:20,20,아리스토우 여성오가닉티셔츠,6,69900,17337000,249,Sunday,Yes,No,0,1,2,2.3,9.2,5.4,0.2,31,104.49,23:20:00,140,46,0,1,6
17350,2019-06-14 21:20,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,0,0,Friday,No,No,0,2,2,16.8,24.7,20.2,2.3,25,104.88,21:20:00,128,8,0,0,4
9968,2019-04-09 16:40,20,한일 대용량 스텐 분쇄믹서기,9,109800,68148000,621,Tuesday,No,No,0,2,2,4.8,15.4,9.3,23.2,24,104.87,16:40:00,100,14,0,0,1
2677,2019-01-29 23:40,20,카파 런닝 패키지 9종,5,59000,524000,9,Tuesday,No,No,0,2,2,-6.5,8.1,0.0,0.0,57,104.24,23:40:00,142,53,0,0,1
11494,2019-04-22 22:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,30049000,51,Monday,No,No,0,2,2,10.2,25.6,17.6,0.0,49,104.87,22:40:00,136,5,0,0,0
30305,2019-10-18 9:40,20,메디아글램 카이만엠보 소가죽 토트백 (+클러치백+폼폼이),8,99000,25664000,260,Friday,No,No,0,2,2,11.0,19.5,15.3,3.8,19,105.46,9:40:00,58,30,0,0,4
35238,2019-12-09 1:40,20,아미니 비노테라 오일 워시(구성1),7,79000,5918000,75,Monday,No,No,0,2,2,-3.6,10.1,3.0,0.1,43,105.12,1:40:00,10,0,0,0,0
22942,2019-08-07 14:00,20,안지 청풍 대자리,10,50900,18040000,355,Wednesday,No,No,0,2,2,23.8,32.1,27.2,14.7,27,104.81,14:00:00,84,0,0,0,2
9327,2019-04-04 8:00,20,아키 풀커버 라이크라 레이스 패키지(106차),5,89900,14455000,161,Thursday,No,No,0,2,2,1.3,17.9,9.9,0.0,34,104.87,8:00:00,48,0,0,0,3
4736,2019-02-19 10:00,20,일시불  쿠쿠전기밥솥 6인용,9,198000,1476000,8,Tuesday,No,No,0,2,1,0.6,5.7,2.9,16.3,24,104.69,10:00:00,60,59,0,0,1
35321,2019-12-09 22:20,20,(일)장수흙침대 싱글,0,1120000,4795000,5,Monday,No,No,12,2,2,-3.6,10.1,3.0,0.1,43,105.12,22:20:00,134,3,0,0,0
12791,2019-05-04 17:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,55493000,912,Saturday,Yes,No,0,2,2,8.8,26.5,17.6,0.0,54,105.05,17:40:00,106,24,0,1,5
24327,2019-08-20 7:20,20,참존 탑뉴스 지이링클 기초세트,7,59000,32667000,554,Tuesday,No,No,0,2,2,21.7,30.9,26.0,0.2,28,104.81,7:20:00,44,0,0,0,1
4252,2019-02-14 21:40,20,무이자 LG 통돌이 세탁기,1,489000,38288000,79,Thursday,No,No,0,2,0,-3.7,6.5,0.6,0.1,33,104.69,21:40:00,130,10,0,0,3
31337,2019-10-29 7:40,20,무이자 쿠쿠전기밥솥 6인용(QS),9,208000,6423000,31,Tuesday,No,No,0,2,0,8.0,18.8,13.2,0.7,65,105.46,7:40:00,46,59,0,0,1
30599,2019-10-21 0:40,20,파로마 레어 메모리폼 타퍼 퀸,4,299000,7726000,26,Monday,No,No,0,2,2,9.5,23.0,15.3,0.0,28,105.46,0:40:00,4,0,0,0,0
23879,2019-08-15 22:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,10383000,18,Thursday,No,Yes,0,2,2,24.2,29.1,26.1,15.8,14,104.81,22:00:00,132,18,1,0,3
1462,2019-01-16 20:40,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,27917000,19,Wednesday,No,No,0,2,0,-7.9,1.7,-3.2,0.0,36,104.24,20:40:00,124,9,0,0,2
3852,2019-02-10 13:00,20,일시불 LG 통돌이 세탁기,1,439000,10011000,23,Sunday,Yes,No,0,2,1,-6.3,3.2,-1.4,0.0,29,104.69,13:00:00,78,10,0,1,6
5065,2019-02-22 11:40,20,멋진밥상 흥양농협 쌀 20kg,3,59900,49087000,820,Friday,No,No,0,2,2,-1.5,11.1,3.9,0.0,52,104.69,11:40:00,70,39,0,0,4
33965,2019-11-26 14:00,20,무이자 클란츠 멀티쿡,9,64800,19267000,298,Tuesday,No,No,0,2,0,2.6,13.5,7.7,0.5,21,104.87,14:00:00,84,0,0,0,1
22828,2019-08-06 10:00,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,6,1590000,35574000,23,Tuesday,No,No,12,2,2,23.8,32.1,27.6,10.9,28,104.81,10:00:00,60,99,0,0,1
22002,2019-07-29 8:00,20,일시불 락앤락 유로오븐글라스 세트,9,64800,17232000,266,Monday,No,No,0,2,1,24.3,32.1,27.8,0.1,15,104.56,8:00:00,48,58,0,0,0
22383,2019-08-02 1:50,10,스포메틱스 트리플 샤이닝 쿠션시즌1,7,39900,8150000,205,Friday,No,No,0,2,2,24.3,34.2,28.8,0.1,17,104.81,1:50:00,11,0,0,0,4
3074,2019-02-03 1:00,20,임페리얼 남성 울 블렌딩 니트 3종,6,49000,6591000,135,Sunday,Yes,No,0,0,2,2.6,9.8,5.6,12.8,34,104.69,1:00:00,6,36,0,1,6
2753,2019-01-30 19:40,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,9372000,64,Wednesday,No,No,0,2,1,-3.1,10.1,3.5,0.0,48,104.24,19:40:00,118,4,0,0,2
6367,2019-03-07 0:00,20,푸마 드라이셀 치마레깅스 3종,5,59000,7120000,121,Thursday,No,No,0,2,2,2.1,12.1,6.5,0.5,52,104.49,0:00:00,0,70,0,0,3
5185,2019-02-23 22:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,19945000,16,Saturday,Yes,No,12,2,1,-1.3,13.2,5.0,0.0,48,104.69,22:00:00,132,1,0,1,5
36882,2019-12-26 6:40,20,(일시불)엘렌실라&코즈미 쑥클렌져(단하루),7,59000,12892000,219,Thursday,No,No,0,2,1,1.4,6.1,3.7,1.1,32,105.12,6:40:00,40,0,0,0,3
33671,2019-11-22 19:40,20,푸마 코튼 언더탑 9종,5,89000,1516000,18,Friday,No,No,0,2,2,2.8,17.3,9.3,0.0,31,104.87,19:40:00,118,0,0,0,4
34572,2019-12-02 21:00,20,(킹사이즈)일월 품안애 온수매트,4,168000,8463000,51,Monday,No,No,0,2,2,0.2,6.8,3.6,0.2,20,105.12,21:00:00,126,15,0,0,0
27869,2019-09-24 10:00,30,[루이띠에] 18K 베르니아 팔찌,8,1350000,0,0,Tuesday,No,No,12,2,2,12.6,25.0,17.8,0.0,22,105.2,10:00:00,60,37,0,0,1
9672,2019-04-07 6:00,20,"밀싹 클렌즈 8박스, 8주분! + 전용보틀",2,50900,4425000,87,Sunday,Yes,No,0,2,2,7.4,18.4,12.5,2.8,43,104.87,6:00:00,36,0,0,1,6
29642,2019-10-11 8:00,30,[루이띠에] 순금 70g 골드바,8,7930000,0,0,Friday,No,No,12,2,2,11.9,24.8,17.9,0.0,28,105.46,8:00:00,48,49,0,0,4
30521,2019-10-20 11:40,20,(더블+싱글)일월 순면 온열매트,4,148000,23482000,159,Sunday,Yes,No,0,2,2,10.4,22.6,15.1,0.0,27,105.46,11:40:00,70,69,0,1,6
19636,2019-07-07 23:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1690000,41923000,25,Sunday,Yes,No,12,2,1,19.8,28.2,23.5,0.2,20,104.56,23:00:00,138,1,0,1,6
25740,2019-09-04 7:40,20,노송가구 제이드 비취 교자상(900),4,69000,9160000,133,Wednesday,No,No,0,2,2,21.4,26.2,23.4,11.9,13,105.2,7:40:00,46,0,0,0,2
16326,2019-06-04 23:00,20,디비노 선글라스 세트,4,44800,29408000,657,Tuesday,No,No,0,2,2,16.1,30.3,23.1,0.0,35,104.88,23:00:00,138,27,0,0,1
11794,2019-04-25 18:00,20,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,7853000,47,Thursday,No,No,0,2,1,10.2,17.0,13.5,4.5,38,104.87,18:00:00,108,4,0,0,3
19586,2019-07-07 11:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,41448000,349,Sunday,Yes,No,0,2,1,19.8,28.2,23.5,0.2,20,104.56,11:20:00,68,40,0,1,6
19374,2019-07-05 10:00,20,  뉴트리원 다이어트 구미,2,59000,29257000,496,Friday,No,No,0,2,2,19.1,32.0,25.1,0.0,29,104.56,10:00:00,60,0,0,0,4
17535,2019-06-16 1:00,20,헤드 파이로라이트 트렁크 8종 패키지,5,69000,3594000,53,Sunday,Yes,No,0,2,2,15.2,26.1,20.2,0.1,21,104.88,1:00:00,6,19,0,1,6
